source,date,fng_value,fng_classification
coinmarketcap,2025-04-01,24,Fear
coinmarketcap,2025-04-02,29,Fear
coinmarketcap,2025-04-03,24,Fear
coinmarketcap,2025-04-04,25,Fear
coinmarketcap,2025-04-05,27,Fear
coinmarketcap,2025-04-06,27,Fear
coinmarketcap,2025-04-07,17,Extreme fear
coinmarketcap,2025-04-08,19,Extreme fear
coinmarketcap,2025-04-09,15,Extreme fear
coinmarketcap,2025-04-10,25,Fear
coinmarketcap,2025-04-11,21,Fear
coinmarketcap,2025-04-12,27,Fear
coinmarketcap,2025-04-13,32,Fear
coinmarketcap,2025-04-14,29,Fear
coinmarketcap,2025-04-15,31,Fear
coinmarketcap,2025-04-16,29,Fear
coinmarketcap,2025-04-17,30,Fear
coinmarketcap,2025-04-18,32,Fear
coinmarketcap,2025-04-19,32,Fear
coinmarketcap,2025-04-20,33,Fear
coinmarketcap,2025-04-21,34,Fear
coinmarketcap,2025-04-22,38,Fear
coinmarketcap,2025-04-23,52,Neutral
coinmarketcap,2025-04-24,53,Neutral
coinmarketcap,2025-04-25,52,Neutral
coinmarketcap,2025-04-26,53,Neutral
coinmarketcap,2025-04-27,53,Neutral
coinmarketcap,2025-04-28,51,Neutral
coinmarketcap,2025-04-29,53,Neutral
coinmarketcap,2025-04-30,52,Neutral
coinmarketcap,2025-05-01,51,Neutral
coinmarketcap,2025-05-02,55,Neutral
coinmarketcap,2025-05-03,56,Neutral
coinmarketcap,2025-05-04,53,Neutral
coinmarketcap,2025-05-05,49,Neutral
coinmarketcap,2025-05-06,50,Neutral
coinmarketcap,2025-05-07,53,Neutral
coinmarketcap,2025-05-08,53,Neutral
coinmarketcap,2025-05-09,70,Greed
coinmarketcap,2025-05-10,71,Greed
coinmarketcap,2025-05-11,75,Greed
coinmarketcap,2025-05-12,73,Greed
coinmarketcap,2025-05-13,71,Greed
coinmarketcap,2025-05-14,74,Greed
coinmarketcap,2025-05-15,71,Greed
coinmarketcap,2025-05-16,69,Greed
coinmarketcap,2025-05-17,68,Greed
coinmarketcap,2025-05-18,66,Greed
coinmarketcap,2025-05-19,71,Greed
coinmarketcap,2025-05-20,68,Greed
coinmarketcap,2025-05-21,69,Greed
coinmarketcap,2025-05-22,73,Greed
coinmarketcap,2025-05-23,76,Greed
coinmarketcap,2025-05-24,67,Greed
coinmarketcap,2025-05-25,67,Greed
coinmarketcap,2025-05-26,69,Greed
coinmarketcap,2025-05-27,68,Greed
coinmarketcap,2025-05-28,68,Greed
coinmarketcap,2025-05-29,65,Greed
coinmarketcap,2025-05-30,61,Greed
coinmarketcap,2025-05-31,55,Neutral
coinmarketcap,2025-06-01,56,Neutral
coinmarketcap,2025-06-02,57,Neutral
coinmarketcap,2025-06-03,58,Neutral
coinmarketcap,2025-06-04,57,Neutral
coinmarketcap,2025-06-05,55,Neutral
coinmarketcap,2025-06-06,46,Neutral
coinmarketcap,2025-06-07,52,Neutral
coinmarketcap,2025-06-08,55,Neutral
coinmarketcap,2025-06-09,55,Neutral
coinmarketcap,2025-06-10,64,Greed
coinmarketcap,2025-06-11,65,Greed
coinmarketcap,2025-06-12,61,Greed
coinmarketcap,2025-06-13,54,Neutral
coinmarketcap,2025-06-14,52,Neutral
coinmarketcap,2025-06-15,50,Neutral
coinmarketcap,2025-06-16,51,Neutral
coinmarketcap,2025-06-17,53,Neutral
coinmarketcap,2025-06-18,48,Neutral
coinmarketcap,2025-06-19,48,Neutral
coinmarketcap,2025-06-20,48,Neutral
coinmarketcap,2025-06-21,43,Neutral
coinmarketcap,2025-06-22,40,Neutral
coinmarketcap,2025-06-23,37,Fear
coinmarketcap,2025-06-24,47,Neutral
coinmarketcap,2025-06-25,48,Neutral
coinmarketcap,2025-06-26,50,Neutral
coinmarketcap,2025-06-27,49,Neutral
coinmarketcap,2025-06-28,49,Neutral
coinmarketcap,2025-06-29,50,Neutral
coinmarketcap,2025-06-30,52,Neutral
coinmarketcap,2025-07-01,50,Neutral
coinmarketcap,2025-07-02,46,Neutral
coinmarketcap,2025-07-03,54,Neutral
coinmarketcap,2025-07-04,55,Neutral
coinmarketcap,2025-07-05,51,Neutral
coinmarketcap,2025-07-06,50,Neutral
coinmarketcap,2025-07-07,52,Neutral
coinmarketcap,2025-07-08,50,Neutral
coinmarketcap,2025-07-09,52,Neutral
coinmarketcap,2025-07-10,58,Neutral
coinmarketcap,2025-07-11,67,Greed
coinmarketcap,2025-07-12,69,Greed
coinmarketcap,2025-07-13,68,Greed
coinmarketcap,2025-07-14,70,Greed
coinmarketcap,2025-07-15,70,Greed
coinmarketcap,2025-07-16,68,Greed
coinmarketcap,2025-07-17,70,Greed
coinmarketcap,2025-07-18,71,Greed
coinmarketcap,2025-07-19,69,Greed
coinmarketcap,2025-07-20,68,Greed
coinmarketcap,2025-07-21,67,Greed
coinmarketcap,2025-07-22,67,Greed
coinmarketcap,2025-07-23,70,Greed
coinmarketcap,2025-07-24,67,Greed
coinmarketcap,2025-07-25,66,Greed
coinmarketcap,2025-07-26,64,Greed
coinmarketcap,2025-07-27,64,Greed
coinmarketcap,2025-07-28,67,Greed
coinmarketcap,2025-07-29,63,Greed
coinmarketcap,2025-07-30,63,Greed
coinmarketcap,2025-07-31,62,Greed
coinmarketcap,2025-08-01,57,Neutral
coinmarketcap,2025-08-02,51,Neutral
coinmarketcap,2025-08-03,48,Neutral
coinmarketcap,2025-08-04,52,Neutral
coinmarketcap,2025-08-05,55,Neutral
coinmarketcap,2025-08-06,52,Neutral
coinmarketcap,2025-08-07,54,Neutral
coinmarketcap,2025-08-08,59,Neutral
coinmarketcap,2025-08-09,58,Neutral
coinmarketcap,2025-08-10,59,Neutral
coinmarketcap,2025-08-11,62,Greed
coinmarketcap,2025-08-12,60,Greed
coinmarketcap,2025-08-13,63,Greed
coinmarketcap,2025-08-14,68,Greed
coinmarketcap,2025-08-15,59,Neutral
coinmarketcap,2025-08-16,57,Neutral
coinmarketcap,2025-08-17,57,Neutral
coinmarketcap,2025-08-18,56,Neutral
coinmarketcap,2025-08-19,53,Neutral
coinmarketcap,2025-08-20,45,Neutral
coinmarketcap,2025-08-21,50,Neutral
coinmarketcap,2025-08-22,46,Neutral
coinmarketcap,2025-08-23,56,Neutral
coinmarketcap,2025-08-24,53,Neutral
coinmarketcap,2025-08-25,50,Neutral
coinmarketcap,2025-08-26,43,Neutral
coinmarketcap,2025-08-27,47,Neutral
coinmarketcap,2025-08-28,45,Neutral
coinmarketcap,2025-08-29,47,Neutral
coinmarketcap,2025-08-30,39,Fear
coinmarketcap,2025-08-31,40,Neutral
coinmarketcap,2025-09-01,39,Fear
coinmarketcap,2025-09-02,39,Fear
coinmarketcap,2025-09-03,42,Neutral
coinmarketcap,2025-09-04,44,Neutral
coinmarketcap,2025-09-05,41,Neutral
coinmarketcap,2025-09-06,41,Neutral
coinmarketcap,2025-09-07,40,Neutral
coinmarketcap,2025-09-08,42,Neutral
coinmarketcap,2025-09-09,44,Neutral
coinmarketcap,2025-09-10,43,Neutral
coinmarketcap,2025-09-11,47,Neutral
coinmarketcap,2025-09-12,50,Neutral
coinmarketcap,2025-09-13,53,Neutral
coinmarketcap,2025-09-14,52,Neutral
coinmarketcap,2025-09-15,51,Neutral
coinmarketcap,2025-09-16,50,Neutral
coinmarketcap,2025-09-17,51,Neutral
coinmarketcap,2025-09-18,51,Neutral
coinmarketcap,2025-09-19,52,Neutral
coinmarketcap,2025-09-20,48,Neutral
coinmarketcap,2025-09-21,48,Neutral
coinmarketcap,2025-09-22,47,Neutral
coinmarketcap,2025-09-23,40,Neutral
coinmarketcap,2025-09-24,39,Fear
coinmarketcap,2025-09-25,41,Neutral
coinmarketcap,2025-09-26,32,Fear
coinmarketcap,2025-09-27,34,Fear
coinmarketcap,2025-09-28,34,Fear
coinmarketcap,2025-09-29,39,Fear
coinmarketcap,2025-09-30,43,Neutral
coinmarketcap,2025-10-01,42,Neutral
coinmarketcap,2025-10-02,51,Neutral
coinmarketcap,2025-10-03,57,Neutral
coinmarketcap,2025-10-04,59,Neutral
coinmarketcap,2025-10-05,58,Neutral
coinmarketcap,2025-10-06,59,Neutral
coinmarketcap,2025-10-07,62,Greed
coinmarketcap,2025-10-08,55,Neutral
coinmarketcap,2025-10-09,58,Neutral
coinmarketcap,2025-10-10,54,Neutral
coinmarketcap,2025-10-11,35,Fear
coinmarketcap,2025-10-12,31,Fear
coinmarketcap,2025-10-13,40,Neutral
coinmarketcap,2025-10-14,42,Neutral
coinmarketcap,2025-10-15,37,Fear
coinmarketcap,2025-10-16,32,Fear
coinmarketcap,2025-10-17,28,Fear
coinmarketcap,2025-10-18,25,Fear
coinmarketcap,2025-10-19,27,Fear
coinmarketcap,2025-10-20,30,Fear
coinmarketcap,2025-10-21,33,Fear
coinmarketcap,2025-10-22,29,Fear
coinmarketcap,2025-10-23,28,Fear
coinmarketcap,2025-10-24,32,Fear
coinmarketcap,2025-10-25,34,Fear
coinmarketcap,2025-10-26,36,Fear
coinmarketcap,2025-10-27,42,Neutral
coinmarketcap,2025-10-28,42,Neutral
coinmarketcap,2025-10-29,39,Fear
coinmarketcap,2025-10-30,34,Fear
coinmarketcap,2025-10-31,31,Fear
coinmarketcap,2025-11-01,33,Fear
coinmarketcap,2025-11-02,35,Fear
coinmarketcap,2025-11-03,36,Fear
coinmarketcap,2025-11-04,27,Fear
coinmarketcap,2025-11-05,20,Fear
coinmarketcap,2025-11-06,24,Fear
coinmarketcap,2025-11-07,21,Fear
coinmarketcap,2025-11-08,25,Fear
coinmarketcap,2025-11-09,24,Fear
coinmarketcap,2025-11-10,29,Fear
coinmarketcap,2025-11-11,31,Fear
coinmarketcap,2025-11-12,26,Fear
coinmarketcap,2025-11-13,25,Fear
coinmarketcap,2025-11-14,22,Fear
coinmarketcap,2025-11-15,16,Extreme fear
coinmarketcap,2025-11-16,18,Extreme fear
coinmarketcap,2025-11-17,17,Extreme fear
coinmarketcap,2025-11-18,15,Extreme fear
coinmarketcap,2025-11-19,16,Extreme fear
coinmarketcap,2025-11-20,15,Extreme fear
coinmarketcap,2025-11-21,11,Extreme fear
coinmarketcap,2025-11-22,10,Extreme fear
coinmarketcap,2025-11-23,10,Extreme fear
coinmarketcap,2025-11-24,12,Extreme fear
coinmarketcap,2025-11-25,15,Extreme fear
coinmarketcap,2025-11-26,15,Extreme fear
coinmarketcap,2025-11-27,18,Extreme fear
coinmarketcap,2025-11-28,20,Fear
coinmarketcap,2025-11-29,20,Fear
coinmarketcap,2025-11-30,20,Fear
coinmarketcap,2025-12-01,20,Fear
coinmarketcap,2025-12-02,16,Extreme fear
coinmarketcap,2025-12-03,22,Fear
coinmarketcap,2025-12-04,27,Fear
coinmarketcap,2025-12-05,25,Fear
coinmarketcap,2025-12-06,21,Fear
coinmarketcap,2025-12-07,22,Fear
coinmarketcap,2025-12-08,24,Fear
coinmarketcap,2025-12-09,25,Fear
coinmarketcap,2025-12-10,30,Fear
coinmarketcap,2025-12-11,29,Fear
coinmarketcap,2025-12-12,29,Fear
coinmarketcap,2025-12-13,26,Fear
coinmarketcap,2025-12-14,27,Fear
coinmarketcap,2025-12-15,24,Fear
coinmarketcap,2025-12-16,22,Fear
coinmarketcap,2025-12-17,25,Fear
coinmarketcap,2025-12-18,22,Fear
coinmarketcap,2025-12-19,21,Fear
coinmarketcap,2025-12-20,27,Fear
coinmarketcap,2025-12-21,28,Fear
coinmarketcap,2025-12-22,29,Fear
coinmarketcap,2025-12-23,29,Fear
coinmarketcap,2025-12-24,27,Fear
coinmarketcap,2025-12-25,28,Fear
coinmarketcap,2025-12-26,27,Fear
coinmarketcap,2025-12-27,28,Fear
coinmarketcap,2025-12-28,29,Fear
coinmarketcap,2025-12-29,30,Fear
coinmarketcap,2025-12-30,29,Fear
coinmarketcap,2025-12-31,32,Fear
coinmarketcap,2026-01-01,31,Fear
coinmarketcap,2026-01-02,34,Fear
coinmarketcap,2026-01-03,38,Fear
coinmarketcap,2026-01-04,40,Neutral
coinmarketcap,2026-01-05,42,Neutral
coinmarketcap,2026-01-06,49,Neutral
coinmarketcap,2026-01-07,49,Neutral
coinmarketcap,2026-01-08,43,Neutral
coinmarketcap,2026-01-09,41,Neutral
coinmarketcap,2026-01-10,40,Neutral
coinmarketcap,2026-01-11,40,Neutral
coinmarketcap,2026-01-12,41,Neutral
coinmarketcap,2026-01-13,41,Neutral
coinmarketcap,2026-01-14,52,Neutral
coinmarketcap,2026-01-15,54,Neutral
coinmarketcap,2026-01-16,50,Neutral
coinmarketcap,2026-01-17,50,Neutral
coinmarketcap,2026-01-18,49,Neutral
coinmarketcap,2026-01-19,45,Neutral
coinmarketcap,2026-01-20,42,Neutral
coinmarketcap,2026-01-21,32,Fear
coinmarketcap,2026-01-22,34,Fear
coinmarketcap,2026-01-23,34,Fear
coinmarketcap,2026-01-24,35,Fear
coinmarketcap,2026-01-25,34,Fear
coinmarketcap,2026-01-26,29,Fear
coinmarketcap,2026-01-27,35,Fear
coinmarketcap,2026-01-28,37,Fear
coinmarketcap,2026-01-29,38,Fear
coinmarketcap,2026-01-30,28,Fear
coinmarketcap,2026-01-31,26,Fear
coinmarketcap,2026-02-01,18,Extreme fear
coinmarketcap,2026-02-02,15,Extreme fear
coinmarketcap,2026-02-03,17,Extreme fear
coinmarketcap,2026-02-04,14,Extreme fear
coinmarketcap,2026-02-05,11,Extreme fear
coinmarketcap,2026-02-06,5,Extreme fear
coinmarketcap,2026-02-07,8,Extreme fear
coinmarketcap,2026-02-08,8,Extreme fear
coinmarketcap,2026-02-09,9,Extreme fear
coinmarketcap,2026-02-10,10,Extreme fear
coinmarketcap,2026-02-11,9,Extreme fear
coinmarketcap,2026-02-12,8,Extreme fear
coinmarketcap,2026-02-13,8,Extreme fear
coinmarketcap,2026-02-14,11,Extreme fear
coinmarketcap,2026-02-15,13,Extreme fear
coinmarketcap,2026-02-16,12,Extreme fear
coinmarketcap,2026-02-17,13,Extreme fear
coinmarketcap,2026-02-18,12,Extreme fear
coinmarketcap,2026-02-19,11,Extreme fear
coinmarketcap,2026-02-20,12,Extreme fear
coinmarketcap,2026-02-21,14,Extreme fear
coinmarketcap,2026-02-22,14,Extreme fear
coinmarketcap,2026-02-23,14,Extreme fear
coinmarketcap,2026-02-24,11,Extreme fear
coinmarketcap,2026-02-25,11,Extreme fear
coinmarketcap,2026-02-26,16,Extreme fear
coinmarketcap,2026-02-27,16,Extreme fear
coinmarketcap,2026-02-28,14,Extreme fear
coinmarketcap,2026-03-01,16,Extreme fear
coinmarketcap,2026-03-02,15,Extreme fear
coinmarketcap,2026-03-03,20,Fear
coinmarketcap,2026-03-04,19,Extreme fear
coinmarketcap,2026-03-05,25,Fear
coinmarketcap,2026-03-06,20,Fear
coinmarketcap,2026-03-07,18,Extreme fear
coinmarketcap,2026-03-08,17,Extreme fear
coinmarketcap,2026-03-09,21,Fear
coinmarketcap,2026-03-10,25,Fear
coinmarketcap,2026-03-11,26,Fear
coinmarketcap,2026-03-12,28,Fear
coinmarketcap,2026-03-13,30,Fear
coinmarketcap,2026-03-14,31,Fear
coinmarketcap,2026-03-15,36,Fear
coinmarketcap,2026-03-16,45,Neutral
coinmarketcap,2026-03-17,43,Neutral
coinmarketcap,2026-03-18,34,Fear
coinmarketcap,2026-03-19,30,Fear
coinmarketcap,2026-03-20,32,Fear
coinmarketcap,2026-03-21,30,Fear
coinmarketcap,2026-03-22,25,Fear
coinmarketcap,2026-03-23,32,Fear
coinmarketcap,2026-03-24,33,Fear
coinmarketcap,2026-03-25,35,Fear
coinmarketcap,2026-03-26,29,Fear
coinmarketcap,2026-03-27,23,Fear
coinmarketcap,2026-03-28,23,Fear
coinmarketcap,2026-03-29,23,Fear
coinmarketcap,2026-03-30,25,Fear
coinmarketcap,2026-03-31,30,Fear
coinmarketcap,2026-04-01,32,Fear
coinmarketcap,2026-04-02,28,Fear
coinmarketcap,2026-04-03,28,Fear
coinmarketcap,2026-04-04,30,Fear
coinmarketcap,2026-04-05,35,Fear
coinmarketcap,2026-04-06,35,Fear
coinmarketcap,2026-04-07,47,Neutral
coinmarketcap,2026-04-08,43,Neutral
coinmarketcap,2026-04-09,45,Neutral
coinmarketcap,2026-04-10,49,Neutral
coinmarketcap,2026-04-11,50,Neutral
coinmarketcap,2026-04-12,42,Neutral
coinmarketcap,2026-04-13,54,Neutral
coinmarketcap,2026-04-14,53,Neutral
coinmarketcap,2026-04-15,55,Neutral
coinmarketcap,2026-04-16,56,Neutral
coinmarketcap,2026-04-17,62,Greed
coinmarketcap,2026-04-18,57,Neutral
coinmarketcap,2026-04-19,50,Neutral
coinmarketcap,2026-04-20,55,Neutral
coinmarketcap,2026-04-21,57,Neutral
coinmarketcap,2026-04-22,61,Greed
coinmarketcap,2026-04-23,60,Greed
coinmarketcap,2026-04-24,43,Neutral
coinmarketcap,2026-04-25,44,Neutral
coinmarketcap,2026-04-26,46,Neutral
coinmarketcap,2026-04-27,43,Neutral
coinmarketcap,2026-04-28,41,Neutral
coinmarketcap,2026-04-29,39,Fear
coinmarketcap,2026-04-30,40,Neutral
coinmarketcap,2026-05-01,44,Neutral
coinmarketcap,2026-05-02,46,Neutral
coinmarketcap,2026-05-03,45,Neutral
coinmarketcap,2026-05-04,47,Neutral
coinmarketcap,2026-05-05,49,Neutral
coinmarketcap,2026-05-06,50,Neutral
coinmarketcap,2026-05-07,48,Neutral
coinmarketcap,2026-05-08,48,Neutral
coinmarketcap,2026-05-09,50,Neutral
coinmarketcap,2026-05-10,52,Neutral
coinmarketcap,2026-05-11,52,Neutral
coinmarketcap,2026-05-12,49,Neutral
coinmarketcap,2026-05-13,47,Neutral
coinmarketcap,2026-05-14,50,Neutral
coinmarketcap,2026-05-15,45,Neutral
coinmarketcap,2026-05-16,43,Neutral
coinmarketcap,2026-05-17,40,Neutral
coinmarketcap,2026-05-18,39,Fear
coinmarketcap,2026-05-19,39,Fear
coinmarketcap,2026-05-20,39,Fear
coinmarketcap,2026-05-21,40,Neutral
coinmarketcap,2026-05-22,35,Fear
coinmarketcap,2026-05-23,38,Fear
coinmarketcap,2026-05-24,39,Fear
coinmarketcap,2026-05-25,40,Neutral
coinmarketcap,2026-05-26,37,Fear
coinmarketcap,2026-05-27,34,Fear
coinmarketcap,2026-05-28,32,Fear
coinmarketcap,2026-05-29,33,Fear
coinmarketcap,2026-05-30,35,Fear
coinmarketcap,2026-05-31,35,Fear
coinmarketcap,2026-06-01,31,Fear
coinmarketcap,2026-06-02,25,Fear
coinmarketcap,2026-06-03,23,Fear
coinmarketcap,2026-06-04,20,Fear
coinmarketcap,2026-06-05,16,Extreme fear
coinmarketcap,2026-06-06,13,Extreme fear
coinmarketcap,2026-06-07,15,Extreme fear
coinmarketcap,2026-06-08,15,Extreme fear
coinmarketcap,2026-06-09,14,Extreme fear
coinmarketcap,2026-06-10,14,Extreme fear
coinmarketcap,2026-06-11,16,Extreme fear
coinmarketcap,2026-06-12,18,Extreme fear
coinmarketcap,2026-06-13,20,Fear
coinmarketcap,2026-06-14,23,Fear
coinmarketcap,2026-06-15,25,Fear
coinmarketcap,2026-06-16,24,Fear
coinmarketcap,2026-06-17,22,Fear
coinmarketcap,2026-06-18,20,Fear
