date,metric,value
2021-10-21,rwa_onchain_mcap_usd,906679732.0
2021-10-22,rwa_onchain_mcap_usd,898835790.0
2021-10-23,rwa_onchain_mcap_usd,934442986.0
2021-10-24,rwa_onchain_mcap_usd,946423972.0
2021-10-25,rwa_onchain_mcap_usd,960484742.0
2021-10-26,rwa_onchain_mcap_usd,982228226.0
2021-10-27,rwa_onchain_mcap_usd,972789328.0
2021-10-28,rwa_onchain_mcap_usd,952266152.0
2021-10-29,rwa_onchain_mcap_usd,971875372.0
2021-10-30,rwa_onchain_mcap_usd,933924548.0
2021-10-31,rwa_onchain_mcap_usd,943056814.0
2021-11-01,rwa_onchain_mcap_usd,926180790.0
2021-11-02,rwa_onchain_mcap_usd,976808960.0
2021-11-03,rwa_onchain_mcap_usd,973503846.0
2021-11-04,rwa_onchain_mcap_usd,990100514.0
2021-11-05,rwa_onchain_mcap_usd,1030326434.0
2021-11-06,rwa_onchain_mcap_usd,1055200748.0
2021-11-07,rwa_onchain_mcap_usd,1028456358.0
2021-11-08,rwa_onchain_mcap_usd,1021086448.0
2021-11-09,rwa_onchain_mcap_usd,1370205434.0
2021-11-10,rwa_onchain_mcap_usd,1380951580.0
2021-11-11,rwa_onchain_mcap_usd,1348142818.0
2021-11-12,rwa_onchain_mcap_usd,1354960022.0
2021-11-13,rwa_onchain_mcap_usd,1417213762.0
2021-11-14,rwa_onchain_mcap_usd,1410048068.0
2021-11-15,rwa_onchain_mcap_usd,1423390470.0
2021-11-16,rwa_onchain_mcap_usd,1415982350.0
2021-11-17,rwa_onchain_mcap_usd,1380441160.0
2021-11-18,rwa_onchain_mcap_usd,1448872456.0
2021-11-19,rwa_onchain_mcap_usd,1437084448.0
2021-11-20,rwa_onchain_mcap_usd,1471487862.0
2021-11-21,rwa_onchain_mcap_usd,1462685412.0
2021-11-22,rwa_onchain_mcap_usd,1474905674.0
2021-11-23,rwa_onchain_mcap_usd,1475477852.0
2021-11-24,rwa_onchain_mcap_usd,1475954826.0
2021-11-25,rwa_onchain_mcap_usd,1493915108.0
2021-11-26,rwa_onchain_mcap_usd,1520313376.0
2021-11-27,rwa_onchain_mcap_usd,1575517566.0
2021-11-28,rwa_onchain_mcap_usd,1597530458.0
2021-11-29,rwa_onchain_mcap_usd,1587257600.0
2021-11-30,rwa_onchain_mcap_usd,1570868798.0
2021-12-01,rwa_onchain_mcap_usd,1599239516.0
2021-12-02,rwa_onchain_mcap_usd,1608260406.0
2021-12-03,rwa_onchain_mcap_usd,1606523198.0
2021-12-04,rwa_onchain_mcap_usd,1550537470.0
2021-12-05,rwa_onchain_mcap_usd,1677824144.0
2021-12-06,rwa_onchain_mcap_usd,1611968950.0
2021-12-07,rwa_onchain_mcap_usd,1764187942.0
2021-12-08,rwa_onchain_mcap_usd,1717155652.0
2021-12-09,rwa_onchain_mcap_usd,1713295084.0
2021-12-10,rwa_onchain_mcap_usd,1680259180.0
2021-12-11,rwa_onchain_mcap_usd,1685800160.0
2021-12-12,rwa_onchain_mcap_usd,1732293296.0
2021-12-13,rwa_onchain_mcap_usd,1762718378.0
2021-12-14,rwa_onchain_mcap_usd,1739788268.0
2021-12-15,rwa_onchain_mcap_usd,1733002758.0
2021-12-16,rwa_onchain_mcap_usd,1728860292.0
2021-12-17,rwa_onchain_mcap_usd,1733672222.0
2021-12-18,rwa_onchain_mcap_usd,1706380068.0
2021-12-19,rwa_onchain_mcap_usd,1706561268.0
2021-12-20,rwa_onchain_mcap_usd,1698157130.0
2021-12-21,rwa_onchain_mcap_usd,1698529578.0
2021-12-22,rwa_onchain_mcap_usd,1740034258.0
2021-12-23,rwa_onchain_mcap_usd,1750509986.0
2021-12-24,rwa_onchain_mcap_usd,1717916908.0
2021-12-25,rwa_onchain_mcap_usd,1723872482.0
2021-12-26,rwa_onchain_mcap_usd,1734059600.6666667
2021-12-27,rwa_onchain_mcap_usd,1744246719.3333333
2021-12-28,rwa_onchain_mcap_usd,1754433838.0
2021-12-29,rwa_onchain_mcap_usd,1750431840.0
2021-12-30,rwa_onchain_mcap_usd,1753602256.0
2021-12-31,rwa_onchain_mcap_usd,1777041398.0
2022-01-01,rwa_onchain_mcap_usd,1764028270.0
2022-01-02,rwa_onchain_mcap_usd,2009568236.0
2022-01-03,rwa_onchain_mcap_usd,2005595654.0
2022-01-04,rwa_onchain_mcap_usd,1967135346.0
2022-01-05,rwa_onchain_mcap_usd,1989658530.0
2022-01-06,rwa_onchain_mcap_usd,1954037952.0
2022-01-07,rwa_onchain_mcap_usd,1972189240.0
2022-01-08,rwa_onchain_mcap_usd,1949289410.0
2022-01-09,rwa_onchain_mcap_usd,1960169502.0
2022-01-10,rwa_onchain_mcap_usd,1972114848.0
2022-01-11,rwa_onchain_mcap_usd,1981983306.0
2022-01-12,rwa_onchain_mcap_usd,2038590818.0
2022-01-13,rwa_onchain_mcap_usd,2095464070.0
2022-01-14,rwa_onchain_mcap_usd,2096944576.0
2022-01-15,rwa_onchain_mcap_usd,2052839380.0
2022-01-16,rwa_onchain_mcap_usd,2014664394.0
2022-01-17,rwa_onchain_mcap_usd,2084308720.0
2022-01-18,rwa_onchain_mcap_usd,2108298800.0
2022-01-19,rwa_onchain_mcap_usd,2011226680.0
2022-01-20,rwa_onchain_mcap_usd,2050700624.0
2022-01-21,rwa_onchain_mcap_usd,2066056476.0
2022-01-22,rwa_onchain_mcap_usd,2027936050.0
2022-01-23,rwa_onchain_mcap_usd,1941205956.0
2022-01-24,rwa_onchain_mcap_usd,2052038742.0
2022-01-25,rwa_onchain_mcap_usd,2067956786.0
2022-01-26,rwa_onchain_mcap_usd,2086795530.0
2022-01-27,rwa_onchain_mcap_usd,2049744072.0
2022-01-28,rwa_onchain_mcap_usd,2082514358.0
2022-01-29,rwa_onchain_mcap_usd,2079328148.0
2022-01-30,rwa_onchain_mcap_usd,2102401228.0
2022-01-31,rwa_onchain_mcap_usd,2050989242.0
2022-02-01,rwa_onchain_mcap_usd,2097074236.0
2022-02-02,rwa_onchain_mcap_usd,2120099118.0
2022-02-03,rwa_onchain_mcap_usd,2122643520.0
2022-02-04,rwa_onchain_mcap_usd,2123416798.0
2022-02-05,rwa_onchain_mcap_usd,2144652058.0
2022-02-06,rwa_onchain_mcap_usd,2138935254.0
2022-02-07,rwa_onchain_mcap_usd,2159389764.0
2022-02-08,rwa_onchain_mcap_usd,2146415110.0
2022-02-09,rwa_onchain_mcap_usd,2099814982.0
2022-02-10,rwa_onchain_mcap_usd,2129667626.0
2022-02-11,rwa_onchain_mcap_usd,2154690836.0
2022-02-12,rwa_onchain_mcap_usd,2179970412.0
2022-02-13,rwa_onchain_mcap_usd,2202685294.0
2022-02-14,rwa_onchain_mcap_usd,2235230228.0
2022-02-15,rwa_onchain_mcap_usd,2225283596.0
2022-02-16,rwa_onchain_mcap_usd,2224444682.0
2022-02-17,rwa_onchain_mcap_usd,2235657978.0
2022-02-18,rwa_onchain_mcap_usd,2272552052.0
2022-02-19,rwa_onchain_mcap_usd,2318325796.0
2022-02-20,rwa_onchain_mcap_usd,2333001576.0
2022-02-21,rwa_onchain_mcap_usd,2292176146.0
2022-02-22,rwa_onchain_mcap_usd,2331099552.0
2022-02-23,rwa_onchain_mcap_usd,2396260166.0
2022-02-24,rwa_onchain_mcap_usd,2490201158.0
2022-02-25,rwa_onchain_mcap_usd,2433801066.0
2022-02-26,rwa_onchain_mcap_usd,2557167842.0
2022-02-27,rwa_onchain_mcap_usd,2560639550.0
2022-02-28,rwa_onchain_mcap_usd,2577813032.0
2022-03-01,rwa_onchain_mcap_usd,2577754194.0
2022-03-02,rwa_onchain_mcap_usd,2643539098.0
2022-03-03,rwa_onchain_mcap_usd,2602361522.0
2022-03-04,rwa_onchain_mcap_usd,2594451134.0
2022-03-05,rwa_onchain_mcap_usd,2618245054.0
2022-03-06,rwa_onchain_mcap_usd,2620453532.0
2022-03-07,rwa_onchain_mcap_usd,2585647506.0
2022-03-08,rwa_onchain_mcap_usd,2720222606.0
2022-03-09,rwa_onchain_mcap_usd,2818178150.0
2022-03-10,rwa_onchain_mcap_usd,2800376534.0
2022-03-11,rwa_onchain_mcap_usd,2768975988.0
2022-03-12,rwa_onchain_mcap_usd,2775914167.5
2022-03-13,rwa_onchain_mcap_usd,2764284291.0
2022-03-14,rwa_onchain_mcap_usd,2766716592.5
2022-03-15,rwa_onchain_mcap_usd,2722830584.0
2022-03-16,rwa_onchain_mcap_usd,2664753870.0
2022-03-17,rwa_onchain_mcap_usd,2682410696.0
2022-03-18,rwa_onchain_mcap_usd,2702835928.0
2022-03-19,rwa_onchain_mcap_usd,2651318340.0
2022-03-20,rwa_onchain_mcap_usd,2624705648.0
2022-03-21,rwa_onchain_mcap_usd,2683645028.0
2022-03-22,rwa_onchain_mcap_usd,2731459440.0
2022-03-23,rwa_onchain_mcap_usd,2729069684.0
2022-03-24,rwa_onchain_mcap_usd,2725630516.0
2022-03-25,rwa_onchain_mcap_usd,2729721462.0
2022-03-26,rwa_onchain_mcap_usd,2755356700.0
2022-03-27,rwa_onchain_mcap_usd,2738972670.0
2022-03-28,rwa_onchain_mcap_usd,2751165170.0
2022-03-29,rwa_onchain_mcap_usd,2747692876.0
2022-03-30,rwa_onchain_mcap_usd,2668205678.0
2022-03-31,rwa_onchain_mcap_usd,2734191972.0
2022-04-01,rwa_onchain_mcap_usd,2735847374.0
2022-04-02,rwa_onchain_mcap_usd,2692176604.0
2022-04-03,rwa_onchain_mcap_usd,2718261812.0
2022-04-04,rwa_onchain_mcap_usd,2709711420.0
2022-04-05,rwa_onchain_mcap_usd,2716649152.0
2022-04-06,rwa_onchain_mcap_usd,2696203212.0
2022-04-07,rwa_onchain_mcap_usd,2669256899.333333
2022-04-08,rwa_onchain_mcap_usd,2683813082.666667
2022-04-09,rwa_onchain_mcap_usd,2736384408.0
2022-04-10,rwa_onchain_mcap_usd,2753012242.0
2022-04-11,rwa_onchain_mcap_usd,2756312096.0
2022-04-12,rwa_onchain_mcap_usd,2715565232.0
2022-04-13,rwa_onchain_mcap_usd,2749189778.0
2022-04-14,rwa_onchain_mcap_usd,2768252786.0
2022-04-15,rwa_onchain_mcap_usd,2771753602.0
2022-04-16,rwa_onchain_mcap_usd,2748014064.0
2022-04-17,rwa_onchain_mcap_usd,2790593864.0
2022-04-18,rwa_onchain_mcap_usd,2795850410.0
2022-04-19,rwa_onchain_mcap_usd,2795164430.0
2022-04-20,rwa_onchain_mcap_usd,2748031486.0
2022-04-21,rwa_onchain_mcap_usd,2767579392.0
2022-04-22,rwa_onchain_mcap_usd,2777596748.8
2022-04-23,rwa_onchain_mcap_usd,2751166355.6
2022-04-24,rwa_onchain_mcap_usd,2764239838.4
2022-04-25,rwa_onchain_mcap_usd,2765076175.2
2022-04-26,rwa_onchain_mcap_usd,2724376714.0
2022-04-27,rwa_onchain_mcap_usd,2677996962.0
2022-04-28,rwa_onchain_mcap_usd,2657489694.0
2022-04-29,rwa_onchain_mcap_usd,2707246704.0
2022-04-30,rwa_onchain_mcap_usd,2683034316.0
2022-05-01,rwa_onchain_mcap_usd,2703439014.0
2022-05-02,rwa_onchain_mcap_usd,2680726430.0
2022-05-03,rwa_onchain_mcap_usd,2636263612.0
2022-05-04,rwa_onchain_mcap_usd,2650936016.0
2022-05-05,rwa_onchain_mcap_usd,2659591440.0
2022-05-06,rwa_onchain_mcap_usd,2687441284.0
2022-05-07,rwa_onchain_mcap_usd,2652906260.0
2022-05-08,rwa_onchain_mcap_usd,2681866390.0
2022-05-09,rwa_onchain_mcap_usd,2657645336.0
2022-05-10,rwa_onchain_mcap_usd,2578489908.0
2022-05-11,rwa_onchain_mcap_usd,2535591892.0
2022-05-12,rwa_onchain_mcap_usd,2484369146.0
2022-05-13,rwa_onchain_mcap_usd,2480757414.0
2022-05-14,rwa_onchain_mcap_usd,2469259388.0
2022-05-15,rwa_onchain_mcap_usd,2463101860.0
2022-05-16,rwa_onchain_mcap_usd,2483320786.0
2022-05-17,rwa_onchain_mcap_usd,2499915084.0
2022-05-18,rwa_onchain_mcap_usd,2486960760.0
2022-05-19,rwa_onchain_mcap_usd,2501343982.0
2022-05-20,rwa_onchain_mcap_usd,2507284354.0
2022-05-21,rwa_onchain_mcap_usd,2514617510.0
2022-05-22,rwa_onchain_mcap_usd,2477572348.0
2022-05-23,rwa_onchain_mcap_usd,2482480620.0
2022-05-24,rwa_onchain_mcap_usd,2460488646.0
2022-05-25,rwa_onchain_mcap_usd,2494196468.0
2022-05-26,rwa_onchain_mcap_usd,2462962140.0
2022-05-27,rwa_onchain_mcap_usd,2503999035.0
2022-05-28,rwa_onchain_mcap_usd,2456106890.0
2022-05-29,rwa_onchain_mcap_usd,2461863546.0
2022-05-30,rwa_onchain_mcap_usd,2465253894.0
2022-05-31,rwa_onchain_mcap_usd,2479595376.666667
2022-06-01,rwa_onchain_mcap_usd,2462841515.333333
2022-06-02,rwa_onchain_mcap_usd,2469986776.0
2022-06-03,rwa_onchain_mcap_usd,2522334028.0
2022-06-04,rwa_onchain_mcap_usd,2483962812.0
2022-06-05,rwa_onchain_mcap_usd,2493639162.0
2022-06-06,rwa_onchain_mcap_usd,2506083211.0
2022-06-07,rwa_onchain_mcap_usd,2475298454.0
2022-06-08,rwa_onchain_mcap_usd,2511761272.0
2022-06-09,rwa_onchain_mcap_usd,2503270894.0
2022-06-10,rwa_onchain_mcap_usd,2481447656.0
2022-06-11,rwa_onchain_mcap_usd,2517610578.0
2022-06-12,rwa_onchain_mcap_usd,2505224964.0
2022-06-13,rwa_onchain_mcap_usd,2494242999.0
2022-06-14,rwa_onchain_mcap_usd,2435568596.0
2022-06-15,rwa_onchain_mcap_usd,2421644475.333333
2022-06-16,rwa_onchain_mcap_usd,2453508972.666667
2022-06-17,rwa_onchain_mcap_usd,2457583172.0
2022-06-18,rwa_onchain_mcap_usd,2440300960.0
2022-06-19,rwa_onchain_mcap_usd,2388365588.0
2022-06-20,rwa_onchain_mcap_usd,2412092414.0
2022-06-21,rwa_onchain_mcap_usd,2428254695.5
2022-06-22,rwa_onchain_mcap_usd,2413733363.0
2022-06-23,rwa_onchain_mcap_usd,2416535776.5
2022-06-24,rwa_onchain_mcap_usd,2414125072.0
2022-06-25,rwa_onchain_mcap_usd,2425816609.5
2022-06-26,rwa_onchain_mcap_usd,2424457017.0
2022-06-27,rwa_onchain_mcap_usd,2427337654.5
2022-06-28,rwa_onchain_mcap_usd,2433881166.0
2022-06-29,rwa_onchain_mcap_usd,2412351833.333333
2022-06-30,rwa_onchain_mcap_usd,2419445518.666667
2022-07-01,rwa_onchain_mcap_usd,2411537610.0
2022-07-02,rwa_onchain_mcap_usd,2410096373.333333
2022-07-03,rwa_onchain_mcap_usd,2414738498.666667
2022-07-04,rwa_onchain_mcap_usd,2417407206.0
2022-07-05,rwa_onchain_mcap_usd,2426288790.0
2022-07-06,rwa_onchain_mcap_usd,2376325896.0
2022-07-07,rwa_onchain_mcap_usd,2362057024.0
2022-07-08,rwa_onchain_mcap_usd,2350920670.0
2022-07-09,rwa_onchain_mcap_usd,2348505632.0
2022-07-10,rwa_onchain_mcap_usd,2342090874.0
2022-07-11,rwa_onchain_mcap_usd,2350704554.0
2022-07-12,rwa_onchain_mcap_usd,2334145922.0
2022-07-13,rwa_onchain_mcap_usd,2333581320.0
2022-07-14,rwa_onchain_mcap_usd,2377569188.0
2022-07-15,rwa_onchain_mcap_usd,2345244478.0
2022-07-16,rwa_onchain_mcap_usd,2336932802.0
2022-07-17,rwa_onchain_mcap_usd,2348319985.0
2022-07-18,rwa_onchain_mcap_usd,2359002138.0
2022-07-19,rwa_onchain_mcap_usd,2334941762.0
2022-07-20,rwa_onchain_mcap_usd,2330389466.0
2022-07-21,rwa_onchain_mcap_usd,2330125084.0
2022-07-22,rwa_onchain_mcap_usd,2346671726.0
2022-07-23,rwa_onchain_mcap_usd,2365224724.0
2022-07-24,rwa_onchain_mcap_usd,2367475784.0
2022-07-25,rwa_onchain_mcap_usd,2371592858.0
2022-07-26,rwa_onchain_mcap_usd,2348546656.0
2022-07-27,rwa_onchain_mcap_usd,2350974798.0
2022-07-28,rwa_onchain_mcap_usd,2382437026.0
2022-07-29,rwa_onchain_mcap_usd,2398015100.0
2022-07-30,rwa_onchain_mcap_usd,2415730306.0
2022-07-31,rwa_onchain_mcap_usd,2379033308.0
2022-08-01,rwa_onchain_mcap_usd,2391710523.0
2022-08-02,rwa_onchain_mcap_usd,2392360372.0
2022-08-03,rwa_onchain_mcap_usd,2396806515.0
2022-08-04,rwa_onchain_mcap_usd,2395313722.0
2022-08-05,rwa_onchain_mcap_usd,2422090002.0
2022-08-06,rwa_onchain_mcap_usd,2393358388.0
2022-08-07,rwa_onchain_mcap_usd,2388154914.0
2022-08-08,rwa_onchain_mcap_usd,2400545028.0
2022-08-09,rwa_onchain_mcap_usd,2400863048.0
2022-08-10,rwa_onchain_mcap_usd,2403191540.0
2022-08-11,rwa_onchain_mcap_usd,2406393128.0
2022-08-12,rwa_onchain_mcap_usd,2403969624.0
2022-08-13,rwa_onchain_mcap_usd,2417662766.0
2022-08-14,rwa_onchain_mcap_usd,2403865076.0
2022-08-15,rwa_onchain_mcap_usd,2392191896.0
2022-08-16,rwa_onchain_mcap_usd,2405160894.0
2022-08-17,rwa_onchain_mcap_usd,2387501246.0
2022-08-18,rwa_onchain_mcap_usd,2370947226.0
2022-08-19,rwa_onchain_mcap_usd,2377045336.0
2022-08-20,rwa_onchain_mcap_usd,2348896744.0
2022-08-21,rwa_onchain_mcap_usd,2362009728.0
2022-08-22,rwa_onchain_mcap_usd,2364431448.0
2022-08-23,rwa_onchain_mcap_usd,2395924194.0
2022-08-24,rwa_onchain_mcap_usd,2367227484.0
2022-08-25,rwa_onchain_mcap_usd,2374763218.0
2022-08-26,rwa_onchain_mcap_usd,2382753500.0
2022-08-27,rwa_onchain_mcap_usd,2359511494.0
2022-08-28,rwa_onchain_mcap_usd,2339956812.666667
2022-08-29,rwa_onchain_mcap_usd,2345910299.333333
2022-08-30,rwa_onchain_mcap_usd,2363224974.0
2022-08-31,rwa_onchain_mcap_usd,2275023368.0
2022-09-01,rwa_onchain_mcap_usd,2276864774.0
2022-09-02,rwa_onchain_mcap_usd,2242447618.0
2022-09-03,rwa_onchain_mcap_usd,2257440425.5
2022-09-04,rwa_onchain_mcap_usd,2254842031.0
2022-09-05,rwa_onchain_mcap_usd,2249259636.5
2022-09-06,rwa_onchain_mcap_usd,2250973240.0
2022-09-07,rwa_onchain_mcap_usd,2242371762.0
2022-09-08,rwa_onchain_mcap_usd,2251088994.0
2022-09-09,rwa_onchain_mcap_usd,2242553506.0
2022-09-10,rwa_onchain_mcap_usd,2250529056.0
2022-09-11,rwa_onchain_mcap_usd,2253538066.0
2022-09-12,rwa_onchain_mcap_usd,2245184710.0
2022-09-13,rwa_onchain_mcap_usd,2256664316.0
2022-09-14,rwa_onchain_mcap_usd,2242538884.0
2022-09-15,rwa_onchain_mcap_usd,2234982688.0
2022-09-16,rwa_onchain_mcap_usd,2208645612.5
2022-09-17,rwa_onchain_mcap_usd,2205300207.0
2022-09-18,rwa_onchain_mcap_usd,2207221019.5
2022-09-19,rwa_onchain_mcap_usd,2221726406.0
2022-09-20,rwa_onchain_mcap_usd,2196003906.0
2022-09-21,rwa_onchain_mcap_usd,2165611926.0
2022-09-22,rwa_onchain_mcap_usd,2178588096.0
2022-09-23,rwa_onchain_mcap_usd,2179357511.333333
2022-09-24,rwa_onchain_mcap_usd,2156074450.6666665
2022-09-25,rwa_onchain_mcap_usd,2148941142.0
2022-09-26,rwa_onchain_mcap_usd,2143548394.0
2022-09-27,rwa_onchain_mcap_usd,2133308362.0
2022-09-28,rwa_onchain_mcap_usd,2124402938.0
2022-09-29,rwa_onchain_mcap_usd,2159642236.0
2022-09-30,rwa_onchain_mcap_usd,2143062686.0
2022-10-01,rwa_onchain_mcap_usd,2154237538.0
2022-10-02,rwa_onchain_mcap_usd,2152381560.0
2022-10-03,rwa_onchain_mcap_usd,2148768672.0
2022-10-04,rwa_onchain_mcap_usd,2172609280.0
2022-10-05,rwa_onchain_mcap_usd,2161181754.0
2022-10-06,rwa_onchain_mcap_usd,2162255528.0
2022-10-07,rwa_onchain_mcap_usd,2164620952.0
2022-10-08,rwa_onchain_mcap_usd,2161514857.6666665
2022-10-09,rwa_onchain_mcap_usd,2163404941.3333335
2022-10-10,rwa_onchain_mcap_usd,2165295025.0
2022-10-11,rwa_onchain_mcap_usd,2122377150.6666665
2022-10-12,rwa_onchain_mcap_usd,2120472052.3333335
2022-10-13,rwa_onchain_mcap_usd,2138482784.0
2022-10-14,rwa_onchain_mcap_usd,2119812392.0
2022-10-15,rwa_onchain_mcap_usd,2105449558.0
2022-10-16,rwa_onchain_mcap_usd,2097530396.0
2022-10-17,rwa_onchain_mcap_usd,2099748710.0
2022-10-18,rwa_onchain_mcap_usd,2110241418.0
2022-10-19,rwa_onchain_mcap_usd,2105868588.0
2022-10-20,rwa_onchain_mcap_usd,2068554640.0
2022-10-21,rwa_onchain_mcap_usd,2103479406.0
2022-10-22,rwa_onchain_mcap_usd,2112943208.0
2022-10-23,rwa_onchain_mcap_usd,2116037798.0
2022-10-24,rwa_onchain_mcap_usd,2119125179.0
2022-10-25,rwa_onchain_mcap_usd,2108477284.0
2022-10-26,rwa_onchain_mcap_usd,2105064212.0
2022-10-27,rwa_onchain_mcap_usd,2123448350.0
2022-10-28,rwa_onchain_mcap_usd,2115235776.0
2022-10-29,rwa_onchain_mcap_usd,2096636757.5
2022-10-30,rwa_onchain_mcap_usd,2107281841.0
2022-10-31,rwa_onchain_mcap_usd,2097351222.5
2022-11-01,rwa_onchain_mcap_usd,2088174906.0
2022-11-02,rwa_onchain_mcap_usd,2104342830.0
2022-11-03,rwa_onchain_mcap_usd,2073109670.0
2022-11-04,rwa_onchain_mcap_usd,2086507102.0
2022-11-05,rwa_onchain_mcap_usd,2144994710.0
2022-11-06,rwa_onchain_mcap_usd,2134798198.0
2022-11-07,rwa_onchain_mcap_usd,2118464420.0
2022-11-08,rwa_onchain_mcap_usd,2123061306.0
2022-11-09,rwa_onchain_mcap_usd,2124551250.0
2022-11-10,rwa_onchain_mcap_usd,2083902250.0
2022-11-11,rwa_onchain_mcap_usd,2164076000.0
2022-11-12,rwa_onchain_mcap_usd,2182344964.0
2022-11-13,rwa_onchain_mcap_usd,2170381934.0
2022-11-14,rwa_onchain_mcap_usd,2168683658.0
2022-11-15,rwa_onchain_mcap_usd,2113728266.0
2022-11-16,rwa_onchain_mcap_usd,2107635042.0
2022-11-17,rwa_onchain_mcap_usd,2079856320.0
2022-11-18,rwa_onchain_mcap_usd,2080145066.0
2022-11-19,rwa_onchain_mcap_usd,2053328716.0
2022-11-20,rwa_onchain_mcap_usd,2058170900.0
2022-11-21,rwa_onchain_mcap_usd,2064488432.0
2022-11-22,rwa_onchain_mcap_usd,2053944612.0
2022-11-23,rwa_onchain_mcap_usd,2058514606.0
2022-11-24,rwa_onchain_mcap_usd,2068675354.0
2022-11-25,rwa_onchain_mcap_usd,2076033662.0
2022-11-26,rwa_onchain_mcap_usd,2073271296.0
2022-11-27,rwa_onchain_mcap_usd,2081298272.0
2022-11-28,rwa_onchain_mcap_usd,2080380138.0
2022-11-29,rwa_onchain_mcap_usd,2070855716.0
2022-11-30,rwa_onchain_mcap_usd,2057675972.0
2022-12-01,rwa_onchain_mcap_usd,2075496442.0
2022-12-02,rwa_onchain_mcap_usd,2114414530.0
2022-12-03,rwa_onchain_mcap_usd,2105101930.0
2022-12-04,rwa_onchain_mcap_usd,2094834014.0
2022-12-05,rwa_onchain_mcap_usd,2084882715.0
2022-12-06,rwa_onchain_mcap_usd,2074931416.0
2022-12-07,rwa_onchain_mcap_usd,2084087334.0
2022-12-08,rwa_onchain_mcap_usd,2099750526.0
2022-12-09,rwa_onchain_mcap_usd,2100976648.0
2022-12-10,rwa_onchain_mcap_usd,2098890038.0
2022-12-11,rwa_onchain_mcap_usd,2090214592.0
2022-12-12,rwa_onchain_mcap_usd,2108664054.0
2022-12-13,rwa_onchain_mcap_usd,2083831426.0
2022-12-14,rwa_onchain_mcap_usd,2123035520.0
2022-12-15,rwa_onchain_mcap_usd,2112537982.0
2022-12-16,rwa_onchain_mcap_usd,2088351098.0
2022-12-17,rwa_onchain_mcap_usd,2109690010.0
2022-12-18,rwa_onchain_mcap_usd,2099148018.0
2022-12-19,rwa_onchain_mcap_usd,2097711230.0
2022-12-20,rwa_onchain_mcap_usd,2111240502.0
2022-12-21,rwa_onchain_mcap_usd,2125517002.0
2022-12-22,rwa_onchain_mcap_usd,2121257710.0
2022-12-23,rwa_onchain_mcap_usd,2098786766.0
2022-12-24,rwa_onchain_mcap_usd,2116156822.0
2022-12-25,rwa_onchain_mcap_usd,2095199942.0
2022-12-26,rwa_onchain_mcap_usd,2094331092.0
2022-12-27,rwa_onchain_mcap_usd,2101237702.0
2022-12-28,rwa_onchain_mcap_usd,2119859838.0
2022-12-29,rwa_onchain_mcap_usd,2135965606.0
2022-12-30,rwa_onchain_mcap_usd,2134647250.0
