date,asset,window_days,feature_id,feature_label,beta,correlation,sample_count,n,timing
2021-08-23,BTC,180,qqq_ret,QQQ return,1.2293835012962722,0.2759499052983893,180,180,contemporaneous
2021-08-23,BTC,180,spy_ret,SPY return,1.6313486231700125,0.24926484854192954,180,180,contemporaneous
2021-08-23,BTC,180,iwm_ret,IWM return,0.7549661301724616,0.24527054814846969,100,100,contemporaneous
2021-08-23,BTC,180,dxy_ret,DXY return,-0.20165908138796979,-0.013224713279565339,180,180,contemporaneous
2021-08-23,BTC,180,gold_ret,Gold return,-0.20010430820057412,-0.033171905682410456,180,180,contemporaneous
2021-08-23,BTC,180,vix_d1,VIX change,-0.006713256700506008,-0.225136974497408,180,180,contemporaneous
2021-08-23,BTC,180,real_yield_d1,Real-yield change,-0.10148244832436971,-0.08316595469348155,180,180,contemporaneous
2021-08-23,BTC,180,nominal_10y_d1,10Y yield change,-0.09553755188983645,-0.07824150153872873,180,180,contemporaneous
2021-09-06,BTC,180,qqq_ret,QQQ return,1.3919042256460912,0.2564876531522605,180,180,contemporaneous
2021-09-06,BTC,180,spy_ret,SPY return,1.5169218630166392,0.20143177219813688,180,180,contemporaneous
2021-09-06,BTC,180,iwm_ret,IWM return,0.7072421074613003,0.21319848331413138,100,100,contemporaneous
2021-09-06,BTC,180,dxy_ret,DXY return,0.16624817926135468,0.010529759996197714,180,180,contemporaneous
2021-09-06,BTC,180,gold_ret,Gold return,-0.3544362707905968,-0.05556285649787883,180,180,contemporaneous
2021-09-06,BTC,180,vix_d1,VIX change,-0.006598394839138092,-0.1928458615060728,180,180,contemporaneous
2021-09-06,BTC,180,real_yield_d1,Real-yield change,-0.1050464064522587,-0.07626871998006778,180,180,contemporaneous
2021-09-06,BTC,180,nominal_10y_d1,10Y yield change,-0.07410013114194906,-0.056092816860582255,180,180,contemporaneous
2021-09-20,BTC,180,qqq_ret,QQQ return,1.6707358199110907,0.28147525550393426,180,180,contemporaneous
2021-09-20,BTC,180,spy_ret,SPY return,1.6929181209688984,0.22086408033657629,180,180,contemporaneous
2021-09-20,BTC,180,dxy_ret,DXY return,0.6598536438817778,0.04052345341106339,180,180,contemporaneous
2021-09-20,BTC,180,gold_ret,Gold return,-0.023631258924567376,-0.003882584606758268,180,180,contemporaneous
2021-09-20,BTC,180,vix_d1,VIX change,-0.007775440602402246,-0.22618338163626492,180,180,contemporaneous
2021-09-20,BTC,180,real_yield_d1,Real-yield change,-0.165625387402897,-0.10918640585886899,180,180,contemporaneous
2021-09-20,BTC,180,nominal_10y_d1,10Y yield change,-0.141915615756723,-0.10373395616488026,180,180,contemporaneous
2021-10-04,BTC,180,qqq_ret,QQQ return,1.8632720370414204,0.3077441579931606,180,180,contemporaneous
2021-10-04,BTC,180,spy_ret,SPY return,1.8871396509417122,0.25161380687776796,180,180,contemporaneous
2021-10-04,BTC,180,iwm_ret,IWM return,0.8843260498888191,0.22948241307803532,100,100,contemporaneous
2021-10-04,BTC,180,dxy_ret,DXY return,0.1797824165480863,0.010715614526094664,180,180,contemporaneous
2021-10-04,BTC,180,gold_ret,Gold return,0.03987142684055228,0.006247583018096612,180,180,contemporaneous
2021-10-04,BTC,180,vix_d1,VIX change,-0.009269557756909049,-0.2862691884947207,180,180,contemporaneous
2021-10-04,BTC,180,real_yield_d1,Real-yield change,-0.2353662714667759,-0.15234581300801603,180,180,contemporaneous
2021-10-04,BTC,180,nominal_10y_d1,10Y yield change,-0.18833734181569758,-0.13674682669252444,180,180,contemporaneous
2021-10-18,BTC,180,qqq_ret,QQQ return,1.7145060417928348,0.28818657393206143,180,180,contemporaneous
