asset,frequency,model_family,regime,feature_id,n,row_index_hash,vif,condition_number,max_abs_pairwise_corr,correlation_cluster
ETH,weekly,long_sample_lagged_state_association,full_common_sample,stablecoin_supply_growth_lag1,323,1b8b9a4479266c37,1.2062322547860966,3.43020377120827,0.3681208430697279,not_high_corr
ETH,weekly,long_sample_lagged_state_association,full_common_sample,defi_tvl_growth_lag1,323,1b8b9a4479266c37,2.7430126665856176,3.43020377120827,0.7334240251549474,not_high_corr
ETH,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_altme_lag1,323,1b8b9a4479266c37,1.3539189852712565,3.43020377120827,0.4403012662397459,not_high_corr
ETH,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_change_lag1,323,1b8b9a4479266c37,1.4144883786689382,3.43020377120827,0.49261924975834936,not_high_corr
ETH,weekly,long_sample_lagged_state_association,full_common_sample,eth_oi_growth_lag1,323,1b8b9a4479266c37,2.364691034043469,3.43020377120827,0.7334240251549474,not_high_corr
ETH,weekly,long_sample_lagged_state_association,full_common_sample,eth_funding_z_lag1,323,1b8b9a4479266c37,1.2567933184278806,3.43020377120827,0.3720559949624894,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,qqq_ret,89,503cd896cedcc9bc,18.085763627235256,12.78784177316336,0.9653110266344712,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,spy_ret,89,503cd896cedcc9bc,24.15630866506537,12.78784177316336,0.9653110266344712,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,iwm_ret,89,503cd896cedcc9bc,3.7081260126126363,12.78784177316336,0.7774386392496281,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,dxy_ret,89,503cd896cedcc9bc,1.4275570695602322,12.78784177316336,0.29604976512207987,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,gold_ret,89,503cd896cedcc9bc,1.444620319572773,12.78784177316336,0.3586790269351683,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,vix_d1,89,503cd896cedcc9bc,3.8711035718209876,12.78784177316336,0.8350922339100614,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,real_yield_d1,89,503cd896cedcc9bc,8.070734976210627,12.78784177316336,0.9007461548137741,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,nominal_10y_d1,89,503cd896cedcc9bc,8.555628324928726,12.78784177316336,0.9007461548137741,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,eth_etf_flow_intensity_lag0,89,503cd896cedcc9bc,1.483026130143636,12.78784177316336,0.4178946690531717,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,eth_etf_flow_intensity_lag1,89,503cd896cedcc9bc,1.6882114102707464,12.78784177316336,0.5011811287335064,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,stablecoin_supply_growth_lag1,89,503cd896cedcc9bc,1.9832520849958328,12.78784177316336,0.5011811287335064,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,defi_tvl_growth_lag1,89,503cd896cedcc9bc,5.5953413819525775,12.78784177316336,0.8174111625270262,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,fear_greed_altme_lag1,89,503cd896cedcc9bc,1.7851369561136199,12.78784177316336,0.49734217656196683,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,fear_greed_change_lag1,89,503cd896cedcc9bc,2.069852551747806,12.78784177316336,0.6578340531182036,not_high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,eth_oi_growth_lag1,89,503cd896cedcc9bc,3.976053165091453,12.78784177316336,0.8174111625270262,high_corr
ETH,weekly,etf_era_augmented,eth_etf_era,eth_funding_z_lag1,89,503cd896cedcc9bc,1.6006736332311362,12.78784177316336,0.49699517427616646,not_high_corr
