event_id,event_date,event_label,aligned_date,universe,window_days,pre_window_return,post_window_return,method_note
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,eth,10,-0.11018716194767941,0.2202294348069389,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,eth,20,-0.1553423297804456,0.2544697817571351,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top10_ex_btc_eth,1,0.0004364496473996393,-0.001974592426096655,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top10_ex_btc_eth,5,-0.058114190609250604,0.0800698231842567,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top10_ex_btc_eth,10,-0.0955882973810156,0.1567951432864234,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top10_ex_btc_eth,20,-0.1415954676763087,0.2147572510379021,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top50_ex_btc_eth,1,0.0010902485523791583,-0.005157320364966411,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top50_ex_btc_eth,5,-0.07091696488738786,0.07227382077858113,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top50_ex_btc_eth,10,-0.10987071333521847,0.13496957862170067,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
svb_crisis_2023,2023-03-10,SVB failure and stablecoin-depeg episode.,2023-03-10,top50_ex_btc_eth,20,-0.16914169918601374,0.1836774875817051,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,btc,1,-0.006819351518270622,-0.0738437621453556,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,btc,5,0.05364455364455356,-0.06835945934274745,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,btc,10,0.0485634721184538,-0.10303579911042038,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,btc,20,0.052495227706572,-0.08055879431705315,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,clean_risk_ex_btc_eth,1,0.007779195561269381,-0.05208230849573514,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,clean_risk_ex_btc_eth,5,0.06358431712553081,-0.024741008870666437,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,clean_risk_ex_btc_eth,10,-0.04837609542089527,-0.058412803394747526,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,clean_risk_ex_btc_eth,20,-0.00036123334618154423,-0.0746499485345481,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,eth,1,0.011418550122258786,-0.03583581901441013,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,eth,5,0.1681098902079401,-0.0110184736072233,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,eth,10,0.11416875529248527,-0.06241382866178069,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,eth,20,0.1251713542897659,-0.1282649627816208,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top10_ex_btc_eth,1,0.0011275194242279518,-0.05071556945752598,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top10_ex_btc_eth,5,0.05554861210849138,-0.011449675187617081,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top10_ex_btc_eth,10,-0.030089461147571717,-0.0375963704263933,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top10_ex_btc_eth,20,0.03637220951485931,-0.06728563463808479,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top50_ex_btc_eth,1,0.008330213422764077,-0.05114766109102231,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top50_ex_btc_eth,5,0.07127095272475104,-0.02478854856924184,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top50_ex_btc_eth,10,-0.033923849867365186,-0.059898283575468225,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
btc_spot_etf_launch,2024-01-11,"US BTC spot-ETF trading begins (IBIT, FBTC, BITB, ARKB, ...).",2024-01-11,top50_ex_btc_eth,20,0.010459744204023291,-0.07931587372101023,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,btc,1,0.022821721913610427,-0.022955484418178296,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,btc,5,0.07001390616994807,-0.07372294727625917,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,btc,10,0.15931042139152773,-0.12055049385756089,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,btc,20,0.42435697583788046,-0.10476346822074456,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,clean_risk_ex_btc_eth,1,0.05225392194370371,0.0008308145276392231,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,clean_risk_ex_btc_eth,5,0.1279091344393981,-0.0454546244814128,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,clean_risk_ex_btc_eth,10,0.23493969785543745,-0.07349680073208265,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,clean_risk_ex_btc_eth,20,0.541656632798827,-0.06373993725351845,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,eth,1,0.007344125830361259,-0.032153915631838004,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,eth,5,0.029355790641589774,-0.12026717166802636,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,eth,10,0.14932366748012016,-0.16331205042029373,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,eth,20,0.3475907240100464,-0.18289083337699663,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top10_ex_btc_eth,1,0.07380261948223676,0.001506112884788191,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top10_ex_btc_eth,5,0.14376564460836816,-0.029026816069536387,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top10_ex_btc_eth,10,0.2579840125105173,-0.069864727066685,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top10_ex_btc_eth,20,0.5080836297901727,-0.05838653235987512,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top50_ex_btc_eth,1,0.04737737606071679,-0.002552643523802023,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top50_ex_btc_eth,5,0.11684208506930038,-0.052437803973680475,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top50_ex_btc_eth,10,0.22479040459393196,-0.08219175563128966,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
dencun_upgrade,2024-03-13,Ethereum Dencun upgrade (EIP-4844 blobs) — lowers L2 cost; possible ETH-L1/L2 break.,2024-03-13,top50_ex_btc_eth,20,0.5182496613799186,-0.07473256369155201,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,btc,1,0.014143055837722018,0.0006472092951581576,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,btc,5,0.02306443221768517,-0.006287176010108864,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,btc,10,-0.0798831669691471,-0.06387339353407118,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,btc,20,-0.08916866675088098,-0.06173143896199995,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,clean_risk_ex_btc_eth,1,0.049233221696093565,-0.004443916542969717,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,clean_risk_ex_btc_eth,5,0.05375270117516395,-0.00574977760558959,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,clean_risk_ex_btc_eth,10,-0.11602367059026308,-0.08478178863270969,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,clean_risk_ex_btc_eth,20,-0.17067315082359757,-0.028054501244856533,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,eth,1,0.028218861720727517,-0.0016020607894829952,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,eth,5,0.016445300029988452,0.0017226118983943994,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,eth,10,-0.1094904739304361,-0.04239592156564165,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,eth,20,-0.13514707375225343,-0.07661657450851622,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top10_ex_btc_eth,1,0.03593913161687001,-0.0015374017662385109,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top10_ex_btc_eth,5,0.0440504639613748,0.01228821730960794,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top10_ex_btc_eth,10,-0.10980324213536352,-0.06335307227686116,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top10_ex_btc_eth,20,-0.16372841273190564,-0.017792832398312974,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top50_ex_btc_eth,1,0.046544009143647314,-0.004013946878436592,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top50_ex_btc_eth,5,0.04983112733932615,-0.005239949875404992,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top50_ex_btc_eth,10,-0.11426921784775124,-0.08087505407708617,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
bitcoin_halving_2024,2024-04-20,Fourth Bitcoin halving (block 840000).,2024-04-20,top50_ex_btc_eth,20,-0.16538137490289373,-0.03284203445751188,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
eth_spot_etf_launch,2024-07-23,US ETH spot-ETF trading begins.,2024-07-23,btc,1,-0.024642054194769836,-0.008158684904916447,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
eth_spot_etf_launch,2024-07-23,US ETH spot-ETF trading begins.,2024-07-23,btc,5,0.03098811757348363,0.03487913621060956,"Current-top50 exploratory ex-stablecoin cohort from DefiLlama daily OHLCV. Use for current-cohort diagnostics only; it is survivorship-biased, not point-in-time, and not the primary altseason backtest."
