date,btc_mvrv,btc_mvrv_lag1,btc_mvrv_percentile_lagged,btc_mvrv_z_365_lagged,btc_realized_price_gap_lag1,btc_mvrv_quintile_lagged
2020-03-13,0.99990742,0.85156318,0,,,Q1 low
2020-03-14,0.92379471,0.99990742,0.0138888888888888,,,Q1 low
2020-03-15,0.96013718,0.92379471,0.0136986301369863,,,Q1 low
2020-03-16,0.90467552,0.96013718,0.027027027027027,,,Q1 low
2020-03-17,0.96021822,0.90467552,0.0133333333333333,,,Q1 low
2020-03-18,0.97457978,0.96021822,0.0526315789473684,,,Q1 low
2020-03-19,1.11307124,0.97457978,0.0649350649350649,,,Q1 low
2020-03-20,1.11760794,1.11307124,0.0897435897435897,,,Q1 low
2020-03-21,1.11712014,1.11760794,0.10126582278481,,,Q1 low
2020-03-22,1.04889684,1.11712014,0.1,,,Q1 low
2020-03-23,1.1699031,1.04889684,0.0864197530864197,,,Q1 low
2020-03-24,1.21817752,1.1699031,0.134146341463415,,,Q1 low
2020-03-25,1.20436106,1.21817752,0.144578313253012,,,Q1 low
2020-03-26,1.21678038,1.20436106,0.142857142857143,,,Q1 low
2020-03-27,1.14679768,1.21678038,0.152941176470588,,,Q1 low
2020-03-28,1.12643279,1.14679768,0.127906976744186,,,Q1 low
2020-03-29,1.06045404,1.12643279,0.126436781609195,,,Q1 low
2020-03-30,1.15616911,1.06045404,0.0909090909090909,,,Q1 low
2020-03-31,1.15977206,1.15616911,0.157303370786517,,,Q1 low
2020-04-01,1.20793488,1.15977206,0.166666666666667,,,Q1 low
2020-04-02,1.23134169,1.20793488,0.197802197802198,,,Q1 low
2020-04-03,1.22221801,1.23134169,0.228260869565217,,,Q2
2020-04-04,1.24285711,1.22221801,0.225806451612903,,,Q2
2020-04-05,1.2282336,1.24285711,0.24468085106383,,,Q2
2020-04-06,1.32832477,1.2282336,0.231578947368421,,,Q2
2020-04-07,1.30256573,1.32832477,0.3125,,,Q2
2020-04-08,1.33135549,1.30256573,0.278350515463917,,,Q2
2020-04-09,1.31774395,1.33135549,0.326530612244898,,,Q2
2020-04-10,1.24631924,1.31774395,0.282828282828283,,,Q2
2020-04-11,1.24889953,1.24631924,0.25,,,Q2
2020-04-12,1.25429132,1.24889953,0.257425742574257,,,Q2
2020-04-13,1.24207646,1.25429132,0.274509803921569,,,Q2
2020-04-14,1.24842026,1.24207646,0.233009708737864,,,Q2
2020-04-15,1.20326432,1.24842026,0.259615384615385,,,Q2
2020-04-16,1.2915655,1.20326432,0.161904761904762,,,Q1 low
2020-04-17,1.27905695,1.2915655,0.30188679245283,,,Q2
2020-04-18,1.31658696,1.27905695,0.299065420560748,,,Q2
2020-04-19,1.2946291,1.31658696,0.333333333333333,,,Q2
2020-04-20,1.24054495,1.2946291,0.321100917431193,,,Q2
2020-04-21,1.24336531,1.24054495,0.227272727272727,,,Q2
2020-04-22,1.29669719,1.24336531,0.252252252252252,,,Q2
2020-04-23,1.35922917,1.29669719,0.339285714285714,,,Q2
2020-04-24,1.36153057,1.35922917,0.415929203539823,,,Q3
2020-04-25,1.36817474,1.36153057,0.421052631578947,,,Q3
2020-04-26,1.39648983,1.36817474,0.434782608695652,,,Q3
2020-04-27,1.409104,1.39648983,0.474137931034483,,,Q3
2020-04-28,1.40190046,1.409104,0.487179487179487,,,Q3
2020-04-29,1.58098186,1.40190046,0.483050847457627,,,Q3
2020-04-30,1.54596034,1.58098186,0.739495798319328,,,Q4
2020-05-01,1.5806663,1.54596034,0.666666666666667,0.570563956467779,,Q4
2020-05-02,1.60654455,1.5806663,0.735537190082645,0.721490911268084,,Q4
2020-05-03,1.58952164,1.60654455,0.770491803278688,0.831860433428076,,Q4
2020-05-04,1.58556598,1.58952164,0.75609756097561,0.750599614921521,,Q4
2020-05-05,1.60986547,1.58556598,0.75,0.7283042121507,,Q4
2020-05-06,1.62858389,1.60986547,0.776,0.832257956025194,,Q4
2020-05-07,1.77055158,1.62858389,0.785714285714286,0.910163734023886,,Q4
2020-05-08,1.73104029,1.77055158,0.968503937007874,1.5311800545482,,Q5 high
2020-05-09,1.68136873,1.73104029,0.9453125,1.33884987274889,,Q5 high
2020-05-10,1.53920746,1.68136873,0.875968992248062,1.10673194440909,,Q5 high
2020-05-11,1.51236573,1.53920746,0.607692307692308,0.468284363878974,,Q4
2020-05-12,1.55749932,1.51236573,0.557251908396947,0.346318386377522,,Q3
2020-05-13,1.64510217,1.55749932,0.651515151515151,0.546933522444516,,Q4
2020-05-14,1.72513931,1.64510217,0.789473684210526,0.935955200456884,,Q4
2020-05-15,1.6385137,1.72513931,0.932835820895522,1.28476116095852,,Q5 high
2020-05-16,1.64948395,1.6385137,0.77037037037037,0.888439758872408,,Q4
2020-05-17,1.7018462,1.64948395,0.801470588235294,0.931508662411312,,Q5 high
2020-05-18,1.70805411,1.7018462,0.883211678832117,1.15784028291811,,Q5 high
2020-05-19,1.71431306,1.70805411,0.884057971014493,1.17560100934405,,Q5 high
2020-05-20,1.66520592,1.71431306,0.913669064748201,1.19328819040622,,Q5 high
2020-05-21,1.58703802,1.66520592,0.828571428571429,0.965950487502827,,Q5 high
2020-05-22,1.60672055,1.58703802,0.687943262411348,0.611677565031768,,Q4
2020-05-23,1.60764855,1.60672055,0.711267605633803,0.696693326629489,,Q4
2020-05-24,1.52631976,1.60764855,0.713286713286713,0.697263349105009,,Q4
2020-05-25,1.56010152,1.52631976,0.527777777777778,0.328366855904007,,Q3
2020-05-26,1.54928182,1.56010152,0.606896551724138,0.479526655289868,,Q4
2020-05-27,1.61315346,1.54928182,0.582191780821918,0.428605989781112,,Q3
2020-05-28,1.67786287,1.61315346,0.727891156462585,0.716138865857711,,Q4
2020-05-29,1.6498891,1.67786287,0.844594594594595,1.00481413527981,,Q5 high
2020-05-30,1.69739482,1.6498891,0.785234899328859,0.871911264041147,,Q4
2020-05-31,1.65239074,1.69739482,0.873333333333333,1.08117095853223,,Q5 high
2020-06-01,1.78407542,1.65239074,0.781456953642384,0.870539312969843,,Q4
2020-06-02,1.66030444,1.78407542,0.986842105263158,1.45734476873895,,Q5 high
2020-06-03,1.68540102,1.66030444,0.797385620915033,0.888500132884533,,Q4
2020-06-04,1.7049236,1.68540102,0.857142857142857,0.996397067488068,,Q5 high
2020-06-05,1.67440537,1.7049236,0.87741935483871,1.07781135032383,,Q5 high
2020-06-06,1.68285601,1.67440537,0.82051282051282,0.933208422555191,,Q5 high
2020-06-07,1.69687773,1.68285601,0.847133757961783,0.965751955607104,,Q5 high
2020-06-08,1.69997495,1.69687773,0.860759493670886,1.02300268034836,,Q5 high
2020-06-09,1.69778269,1.69997495,0.867924528301887,1.03040978465878,,Q5 high
2020-06-10,1.71594583,1.69778269,0.8625,1.01397479457324,,Q5 high
2020-06-11,1.6084437,1.71594583,0.925465838509317,1.08927648181842,,Q5 high
2020-06-12,1.64171531,1.6084437,0.654320987654321,0.597412158196408,,Q4
2020-06-13,1.64372759,1.64171531,0.693251533742331,0.745615662420465,,Q4
2020-06-14,1.61902979,1.64372759,0.701219512195122,0.751226049958767,,Q4
2020-06-15,1.63579453,1.61902979,0.666666666666667,0.635573120537722,,Q4
2020-06-16,1.65195169,1.63579453,0.680722891566265,0.709178595966517,,Q4
2020-06-17,1.63951989,1.65195169,0.736526946107784,0.779565846132428,,Q4
2020-06-18,1.6209636,1.63951989,0.68452380952381,0.719210194935784,,Q4
2020-06-19,1.61116474,1.6209636,0.656804733727811,0.631234873870271,,Q4
2020-06-20,1.61687764,1.61116474,0.635294117647059,0.583778657771862,,Q4
2020-06-21,1.60685949,1.61687764,0.649122807017544,0.607732099598855,,Q4
2020-06-22,1.67454504,1.60685949,0.61046511627907,0.559258118178392,,Q4
2020-06-23,1.66308755,1.67454504,0.809248554913295,0.868606142080736,,Q5 high
2020-06-24,1.60305749,1.66308755,0.770114942528736,0.811588437165212,,Q4
2020-06-25,1.59522862,1.60305749,0.588571428571429,0.53091414973961,,Q3
2020-06-26,1.57570795,1.59522862,0.579545454545455,0.492754666651302,,Q3
2020-06-27,1.55029568,1.57570795,0.525423728813559,0.400426159751239,,Q3
2020-06-28,1.56859448,1.55029568,0.48314606741573,0.280804086790974,,Q3
2020-06-29,1.58079269,1.56859448,0.513966480446927,0.36540318896422,,Q3
2020-06-30,1.57271117,1.58079269,0.55,0.421332273556457,,Q3
2020-07-01,1.58837834,1.57271117,0.524861878453039,0.382078789214174,,Q3
2020-07-02,1.56283322,1.58837834,0.582417582417582,0.45451806523264,,Q3
2020-07-03,1.55840748,1.56283322,0.497267759562842,0.332692556091898,,Q3
2020-07-04,1.57114785,1.55840748,0.489130434782609,0.310787947227424,,Q3
2020-07-05,1.56079393,1.57114785,0.524324324324324,0.370209977892828,,Q3
2020-07-06,1.60765059,1.56079393,0.494623655913978,0.319940257349848,,Q3
2020-07-07,1.59085441,1.60765059,0.636363636363636,0.541840328277325,,Q4
2020-07-08,1.62084281,1.59085441,0.595744680851064,0.46000033126387,,Q3
2020-07-09,1.5836946,1.62084281,0.677248677248677,0.601623037637568,,Q4
2020-07-10,1.59346326,1.5836946,0.563157894736842,0.421905299061217,,Q3
2020-07-11,1.58391569,1.59346326,0.596858638743455,0.467438682357091,,Q3
2020-07-12,1.59622137,1.58391569,0.5625,0.420108211681044,,Q3
2020-07-13,1.58594339,1.59622137,0.606217616580311,0.478071337231509,,Q4
2020-07-14,1.58704382,1.58594339,0.572164948453608,0.426997720738428,,Q3
2020-07-15,1.57385118,1.58704382,0.57948717948718,0.431033356851079,,Q3
2020-07-16,1.56397178,1.57385118,0.510204081632653,0.365817075324911,,Q3
2020-07-17,1.56855505,1.56397178,0.477157360406091,0.316781323401988,,Q3
2020-07-18,1.57250675,1.56855505,0.484848484848485,0.33822571286368,,Q3
2020-07-19,1.57935472,1.57250675,0.507537688442211,0.356569987720993,,Q3
2020-07-20,1.56848314,1.57935472,0.535,0.389059635232335,,Q3
2020-07-21,1.60788325,1.56848314,0.477611940298507,0.334675339376882,,Q3
2020-07-22,1.63219166,1.60788325,0.658415841584158,0.527199305159022,,Q4
2020-07-23,1.64259907,1.63219166,0.70935960591133,0.644974270544827,,Q4
2020-07-24,1.63234309,1.64259907,0.740196078431373,0.693917075636831,,Q4
2020-07-25,1.65807585,1.63234309,0.707317073170732,0.640940208475718,,Q4
2020-07-26,1.69613999,1.65807585,0.796116504854369,0.765574809162806,,Q4
2020-07-27,1.87843243,1.69613999,0.8743961352657,0.95010813206946,,Q5 high
2020-07-28,1.85163945,1.87843243,1,1.83546617931482,,Q5 high
2020-07-29,1.87860331,1.85163945,0.995215311004785,1.68752181214837,,Q5 high
2020-07-30,1.87599313,1.87860331,1,1.80155009690395,,Q5 high
2020-07-31,1.91247848,1.87599313,0.990521327014218,1.77121167384017,,Q5 high
2020-08-01,1.98655005,1.91247848,1,1.92684611863866,,Q5 high
2020-08-02,1.86029682,1.98655005,1,2.25186049202432,,Q5 high
2020-08-03,1.88039532,1.86029682,0.976635514018692,1.63383555882082,,Q5 high
2020-08-04,1.87299374,1.88039532,0.990697674418605,1.71371577436864,,Q5 high
2020-08-05,1.96171773,1.87299374,0.972222222222222,1.66394249617015,,Q5 high
2020-08-06,1.95621408,1.96171773,0.995391705069124,2.05772365647783,,Q5 high
2020-08-07,1.92283109,1.95621408,0.990825688073395,2.00837566115622,,Q5 high
2020-08-08,1.94669032,1.92283109,0.986301369863014,1.83449323286893,,Q5 high
2020-08-09,1.92943722,1.94669032,0.986363636363636,1.92406632940761,,Q5 high
2020-08-10,1.96271992,1.92943722,0.981900452488688,1.8265598571412,,Q5 high
2020-08-11,1.87485378,1.96271992,0.995495495495496,1.95721739605724,,Q5 high
2020-08-12,1.90254405,1.87485378,0.946188340807175,1.54598080578968,,Q5 high
2020-08-13,1.93806124,1.90254405,0.964285714285714,1.65743894412642,,Q5 high
2020-08-14,1.93078104,1.93806124,0.977777777777778,1.800549632289,,Q5 high
2020-08-15,1.94269581,1.93078104,0.973451327433628,1.75190641467528,,Q5 high
2020-08-16,1.95135881,1.94269581,0.977973568281938,1.78842234115597,,Q5 high
2020-08-17,2.00758726,1.95135881,0.982456140350877,1.80977635212717,,Q5 high
2020-08-18,1.94827888,2.00758726,1,2.03538136897655,,Q5 high
2020-08-19,1.91694497,1.94827888,0.973913043478261,1.75893332394717,,Q5 high
2020-08-20,1.93227925,1.91694497,0.943722943722944,1.60925838865553,,Q5 high
2020-08-21,1.87377897,1.93227925,0.956896551724138,1.66247594299782,,Q5 high
2020-08-22,1.8961113,1.87377897,0.905579399141631,1.39952552743724,,Q5 high
2020-08-23,1.89262913,1.8961113,0.927350427350427,1.48602346255284,,Q5 high
2020-08-24,1.90710731,1.89262913,0.923404255319149,1.46115706349341,,Q5 high
2020-08-25,1.83601353,1.90710731,0.932203389830508,1.51294559325976,,Q5 high
2020-08-26,1.85822689,1.83601353,0.877637130801688,1.20109388596542,,Q5 high
2020-08-27,1.83676704,1.85822689,0.882352941176471,1.28925074147657,,Q5 high
2020-08-28,1.8677498,1.83676704,0.874476987447699,1.1911589584782,,Q5 high
2020-08-29,1.85725988,1.8677498,0.8875,1.31638561923919,,Q5 high
2020-08-30,1.89505253,1.85725988,0.87551867219917,1.26465156453448,,Q5 high
2020-08-31,1.88329226,1.89505253,0.921487603305785,1.41727154826274,,Q5 high
2020-09-01,1.9208133,1.88329226,0.91358024691358,1.35911614818256,,Q5 high
2020-09-02,1.83557105,1.9208133,0.942622950819672,1.50861794707591,,Q5 high
2020-09-03,1.63534859,1.83557105,0.848979591836735,1.14136626770089,,Q5 high
2020-09-04,1.68789936,1.63534859,0.597560975609756,0.29128236684033,,Q3
2020-09-05,1.63887495,1.68789936,0.732793522267207,0.513335407913173,,Q4
2020-09-06,1.65330931,1.63887495,0.604838709677419,0.303983273111699,,Q4
2020-09-07,1.67246422,1.65330931,0.654618473895582,0.364712965555465,,Q4
2020-09-08,1.63529803,1.67246422,0.7,0.445478609678476,,Q4
2020-09-09,1.64990001,1.63529803,0.585657370517928,0.285835518524031,,Q3
2020-09-10,1.66770961,1.64990001,0.642857142857143,0.347659990336536,,Q4
2020-09-11,1.67848676,1.66770961,0.695652173913043,0.423155599554728,,Q4
2020-09-12,1.68653398,1.67848676,0.720472440944882,0.46838928945016,,Q4
2020-09-13,1.66686724,1.68653398,0.737254901960784,0.50182678532093,,Q4
2020-09-14,1.72209138,1.66686724,0.6875,0.416031116050763,,Q4
2020-09-15,1.73828642,1.72209138,0.809338521400778,0.652853633466728,,Q5 high
2020-09-16,1.76570834,1.73828642,0.821705426356589,0.720791778823698,,Q5 high
2020-09-17,1.76013688,1.76570834,0.826254826254826,0.836781069405434,,Q5 high
2020-09-18,1.76063436,1.76013688,0.823076923076923,0.810062364110111,,Q5 high
2020-09-19,1.77926909,1.76063436,0.823754789272031,0.80965094280823,,Q5 high
2020-09-20,1.75298339,1.77926909,0.83969465648855,0.887461921936282,,Q5 high
2020-09-21,1.67372916,1.75298339,0.809885931558935,0.771046875242215,,Q5 high
2020-09-22,1.69115119,1.67372916,0.681818181818182,0.425874190865277,,Q4
2020-09-23,1.64546041,1.69115119,0.728301886792453,0.500482505670387,,Q4
2020-09-24,1.72393749,1.64546041,0.593984962406015,0.300830763160506,,Q3
2020-09-25,1.71632402,1.72393749,0.794007490636704,0.64158355485635,,Q4
2020-09-26,1.72106922,1.71632402,0.783582089552239,0.606778081065704,,Q4
2020-09-27,1.72711704,1.72106922,0.788104089219331,0.625914930482032,,Q4
2020-09-28,1.71483806,1.72711704,0.803703703703704,0.650682704710116,,Q5 high
2020-09-29,1.7373585,1.71483806,0.767527675276753,0.595375643620158,,Q4
2020-09-30,1.72640198,1.7373585,0.808823529411765,0.692324882586597,,Q5 high
2020-10-01,1.69946758,1.72640198,0.794871794871795,0.64253605281303,,Q4
2020-10-02,1.69267821,1.69946758,0.726277372262774,0.522882591664325,,Q4
2020-10-03,1.68617419,1.69267821,0.709090909090909,0.49187945205031,,Q4
2020-10-04,1.70798105,1.68617419,0.692028985507246,0.462187752740972,,Q4
2020-10-05,1.72623691,1.70798105,0.740072202166065,0.55716294912835,,Q4
2020-10-06,1.69408881,1.72623691,0.794964028776978,0.636268613407929,,Q4
2020-10-07,1.70427109,1.69408881,0.706093189964158,0.492890830617389,,Q4
2020-10-08,1.74442659,1.70427109,0.732142857142857,0.536785133790027,,Q4
2020-10-09,1.7623652,1.74442659,0.818505338078292,0.713062699098025,,Q5 high
2020-10-10,1.79997646,1.7623652,0.833333333333333,0.790457792778091,,Q5 high
2020-10-11,1.80998761,1.79997646,0.865724381625442,0.954388084534764,,Q5 high
2020-10-12,1.83565353,1.80998761,0.866197183098592,0.995392867587815,,Q5 high
2020-10-13,1.81511017,1.83565353,0.870175438596491,1.10516054451431,,Q5 high
2020-10-14,1.81421709,1.81511017,0.863636363636364,1.01030482386793,,Q5 high
2020-10-15,1.82551568,1.81421709,0.860627177700348,1.00282649120903,,Q5 high
2020-10-16,1.79517724,1.82551568,0.864583333333333,1.04919141377553,,Q5 high
2020-10-17,1.80114791,1.79517724,0.847750865051903,0.911531353572243,,Q5 high
2020-10-18,1.82349799,1.80114791,0.851724137931035,0.935036835421182,,Q5 high
2020-10-19,1.85680595,1.82349799,0.862542955326461,1.03071070009329,,Q5 high
2020-10-20,1.87885327,1.85680595,0.883561643835616,1.1739331017459,,Q5 high
2020-10-21,2.0112562,1.87885327,0.918088737201365,1.2661975599044,,Q5 high
2020-10-22,2.02526459,2.0112562,1,1.83973449859766,,Q5 high
2020-10-23,2.00855431,2.02526459,1,1.88689244591065,,Q5 high
2020-10-24,2.03401868,2.00855431,0.993243243243243,1.80036874315542,,Q5 high
2020-10-25,2.01816267,2.03401868,1,1.8971143029467,,Q5 high
2020-10-26,2.01922565,2.01816267,0.993288590604027,1.8147455102795,,Q5 high
2020-10-27,2.1021955,2.01922565,0.993311036789298,1.80636890802357,,Q5 high
2020-10-28,2.0396921,2.1021955,1,2.14525993926894,,Q5 high
2020-10-29,2.06125042,2.0396921,0.996677740863787,1.86236196712439,,Q5 high
2020-10-30,2.07762044,2.06125042,0.996688741721854,1.93929138655514,,Q5 high
2020-10-31,2.10727868,2.07762044,0.996699669966997,1.99258762042028,,Q5 high
2020-11-01,2.09806433,2.10727868,1,2.09955399519975,,Q5 high
2020-11-02,2.05909007,2.09806433,0.99344262295082,2.04313658959873,,Q5 high
2020-11-03,2.10474436,2.05909007,0.983660130718954,1.86573635317226,,Q5 high
2020-11-04,2.1188562,2.10474436,0.996742671009772,2.03927102395255,,Q5 high
2020-11-05,2.31659606,2.1188562,1,2.07976695167296,,Q5 high
2020-11-06,2.30443486,2.31659606,1,2.85448319936358,,Q5 high
2020-11-07,2.18910838,2.30443486,0.996774193548387,2.76540362638899,,Q5 high
2020-11-08,2.27482416,2.18910838,0.993569131832797,2.2761532273367,,Q5 high
2020-11-09,2.24676546,2.27482416,0.993589743589744,2.58788565148782,,Q5 high
2020-11-10,2.23374067,2.24676546,0.990415335463259,2.44844364407388,,Q5 high
2020-11-11,2.28755166,2.23374067,0.987261146496815,2.37164144434149,,Q5 high
2020-11-12,2.36521271,2.28755166,0.993650793650794,2.55149477444371,,Q5 high
2020-11-13,2.36060064,2.36521271,1,2.81254774542411,,Q5 high
2020-11-14,2.31847359,2.36060064,0.996845425867508,2.75669739706895,,Q5 high
2020-11-15,2.29744994,2.31847359,0.993710691823899,2.56552818513631,,Q5 high
2020-11-16,2.40436016,2.29744994,0.984326018808778,2.45877591801424,,Q5 high
2020-11-17,2.52487978,2.40436016,1,2.8179511741403,,Q5 high
2020-11-18,2.51333217,2.52487978,1,3.20541629979283,,Q5 high
2020-11-19,2.51184808,2.51333217,0.996894409937888,3.11052930463248,,Q5 high
2020-11-20,2.60445269,2.51184808,0.993808049535604,3.05515301534582,,Q5 high
2020-11-21,2.59442633,2.60445269,1,3.31998381352879,,Q5 high
2020-11-22,2.55048101,2.59442633,0.996923076923077,3.22684907761225,,Q5 high
2020-11-23,2.53777024,2.55048101,0.993865030674847,3.02750628379421,,Q5 high
2020-11-24,2.62852231,2.53777024,0.990825688073395,2.94006559936858,,Q5 high
2020-11-25,2.55805629,2.62852231,1,3.18868774147743,,Q5 high
2020-11-26,2.34299561,2.55805629,0.990881458966565,2.91286376459854,,Q5 high
2020-11-27,2.3346153,2.34299561,0.963636363636364,2.19065666921479,,Q5 high
2020-11-28,2.40912155,2.3346153,0.960725075528701,2.14506907618971,,Q5 high
2020-11-29,2.46716457,2.40912155,0.97289156626506,2.36204156975697,,Q5 high
2020-11-30,2.65243189,2.46716457,0.972972972972973,2.51999760545015,,Q5 high
2020-12-01,2.51550825,2.65243189,1,3.06092608598144,,Q5 high
2020-12-02,2.55995282,2.51550825,0.976119402985075,2.60011496102296,,Q5 high
2020-12-03,2.57914945,2.55995282,0.988095238095238,2.70446661215893,,Q5 high
2020-12-04,2.4669685,2.57914945,0.98813056379822,2.72885559069485,,Q5 high
2020-12-05,2.53084098,2.4669685,0.958579881656805,2.36280859807271,,Q5 high
2020-12-06,2.55655404,2.53084098,0.973451327433628,2.52859350882658,,Q5 high
2020-12-07,2.52333794,2.55655404,0.979411764705882,2.57656514793732,,Q5 high
2020-12-08,2.40362933,2.52333794,0.964809384164223,2.45185023157064,,Q5 high
2020-12-09,2.42874055,2.40362933,0.941520467836257,2.08084275998133,,Q5 high
2020-12-10,2.38249591,2.42874055,0.947521865889213,2.13732159846584,,Q5 high
2020-12-11,2.35021373,2.38249591,0.936046511627907,1.98728232210283,,Q5 high
2020-12-12,2.44443351,2.35021373,0.927536231884058,1.88055873185126,,Q5 high
2020-12-13,2.47172084,2.44443351,0.947976878612717,2.13723794056772,,Q5 high
2020-12-14,2.47792144,2.47172084,0.953890489913545,2.19752365053599,,Q5 high
2020-12-15,2.49073185,2.47792144,0.954022988505747,2.19676285300837,,Q5 high
2020-12-16,2.71138827,2.49073185,0.954154727793696,2.21446793765472,,Q5 high
2020-12-17,2.84802804,2.71138827,1,2.80609144897109,,Q5 high
2020-12-18,2.84222388,2.84802804,1,3.14126870968087,,Q5 high
2020-12-19,2.91423973,2.84222388,0.997159090909091,3.07829676595166,,Q5 high
2020-12-20,2.85120478,2.91423973,1,3.2228954858503,,Q5 high
2020-12-21,2.74793851,2.85120478,0.997175141242938,3.00843959663805,,Q5 high
2020-12-22,2.84855594,2.74793851,0.988732394366197,2.69972327143504,,Q5 high
2020-12-23,2.75091224,2.84855594,0.99438202247191,2.92676393053681,,Q5 high
2020-12-24,2.78647459,2.75091224,0.985994397759104,2.64033671249992,,Q5 high
2020-12-25,2.89510114,2.78647459,0.986033519553073,2.70112407285641,,Q5 high
2020-12-26,3.08026053,2.89510114,0.997214484679666,2.94118980975491,,Q5 high
2020-12-27,3.02057593,3.08026053,1,3.35537522005787,,Q5 high
2020-12-28,3.04052163,3.02057593,0.997229916897507,3.15616445323171,,Q5 high
2020-12-29,3.03067458,3.04052163,0.997237569060773,3.15682600351087,,Q5 high
2020-12-30,3.1652248,3.03067458,0.994490358126722,3.0869202775974,,Q5 high
2020-12-31,3.14754419,3.1652248,1,3.35521884733451,,Q5 high
2021-01-01,3.16093718,3.14754419,0.997260273972603,3.25783943603678,3.14754419051477,Q5 high
2021-01-02,3.394538,3.16093718,0.997267759562842,3.23607825270955,3.1609371764148,Q5 high
2021-01-03,3.43222377,3.394538,1,3.70091851459265,3.39453799950493,Q5 high
2021-01-04,3.27353352,3.43222377,1,3.70738018661541,3.43222376818518,Q5 high
