,calendar,asset,sample,regressor,beta,hac_se,t,p,label,n,r2,adj_r2
163,weekday,eth,post_etf,DGS2_d1,-0.07255182203786613,0.06403651597265085,-1.1329757863287262,0.2572244218195602,post_etf,391,0.2610429531871944,0.2375839993201211
164,weekday,eth,post_etf,VIXCLS_d1,-0.0014171846134270745,0.001640699172624716,-0.8637687134076669,0.38771495801701716,post_etf,391,0.2610429531871944,0.2375839993201211
165,weekday,eth,post_etf,DTWEXBGS_d1,-0.0033427948273189114,0.0054656049557855226,-0.6116056418933924,0.5407987043991717,post_etf,391,0.2610429531871944,0.2375839993201211
166,weekday,eth,post_etf,DFF_d1,0.11264055953582645,0.6728269982008915,0.1674138520556133,0.8670444266254175,post_etf,391,0.2610429531871944,0.2375839993201211
167,weekday,eth,post_etf,spy_ret,1.0389535480384158,0.9078631456958571,1.1443944530230719,0.2524600876040679,post_etf,391,0.2610429531871944,0.2375839993201211
168,weekday,eth,post_etf,qqq_ret,0.6591250500582956,0.5839303310186865,1.1287734427297675,0.2589934184759851,post_etf,391,0.2610429531871944,0.2375839993201211
169,weekday,eth,post_etf,gld_ret,0.0643333986391954,0.14854454685917243,0.4330916213315232,0.6649482095169954,post_etf,391,0.2610429531871944,0.2375839993201211
170,weekday,eth,post_etf,defi_tvl_usd_ret,0.010803661124923742,0.09287122014798957,0.11632948407168757,0.9073914193260981,post_etf,391,0.2610429531871944,0.2375839993201211
171,weekday,eth,post_etf,stables_total_usd_ret,-0.28985726588113886,0.678081204473641,-0.4274668932995126,0.6690392938401375,post_etf,391,0.2610429531871944,0.2375839993201211
172,weekday,eth,post_etf,fng_value_d1,-0.000455368448148455,0.00034067483391515477,-1.336665943049567,0.18133170346237215,post_etf,391,0.2610429531871944,0.2375839993201211
173,weekday,eth,post_etf,cme_eth_basis_close_d1,1.3733139939152679e-05,7.316531218781825e-05,0.18770014817813072,0.851111714105248,post_etf,391,0.2610429531871944,0.2375839993201211
