date,btc_etf_cumulative_flow_usd,eth_etf_cumulative_flow_usd,btc_mcap_lag1,eth_mcap_lag1,btc_cum_flow_to_lag_mcap,eth_cum_flow_to_lag_mcap
2020-05-03,0,0,164910908853.751,23717694405.2542,0,0
2020-05-04,0,0,163443810476.688,23269009727.0735,0,0
2020-05-05,0,0,163174374857.058,22916017319.38,0,0
2020-05-06,0,0,165796523754.858,22768613325.9745,0,0
2020-05-07,0,0,168129011665.057,22072964391.3948,0,0
2020-05-08,0,0,183692953365.29,23533870126.4985,0,0
2020-05-09,0,0,180194712758.293,23447559979.2495,0,0
2020-05-10,0,0,175203306330.807,23292384723.7219,0,0
2020-05-11,0,0,160297075704.954,20801908043.6941,0,0
2020-05-12,0,0,157414713723.287,20608859071.5392,0,0
2020-05-13,0,0,162042372496.535,21066624929.6951,0,0
2020-05-14,0,0,171356334382.123,22182026703.8987,0,0
2020-05-15,0,0,179989025182.305,22556242725.8898,0,0
2020-05-16,0,0,171092965815.715,21598861356.5801,0,0
2020-05-17,0,0,172302556734.062,22229859550.2922,0,0
2020-05-18,0,0,177885891888.992,22970028237.9274,0,0
2020-05-19,0,0,178870436096.189,23848164822.1415,0,0
2020-05-20,0,0,179734298337.122,23827012503.848,0,0
2020-05-21,0,0,174749547833.028,23299656332.0695,0,0
2020-05-22,0,0,166502594937.877,22040403658.9388,0,0
2020-05-23,0,0,168564632047.711,23024727430.9397,0,0
2020-05-24,0,0,168711291386.723,22947624145.8349,0,0
2020-05-25,0,0,160212370751.115,22183859584.7611,0,0
2020-05-26,0,0,163584665635.02,22673888708.4036,0,0
2020-05-27,0,0,162439298864.755,22309778454.6621,0,0
2020-05-28,0,0,169242613148.013,23145901281.8047,0,0
2020-05-29,0,0,176159900635.819,24484527996.2341,0,0
2020-05-30,0,0,173298665703.239,24515472643.7811,0,0
2020-05-31,0,0,178352953848.67,27085134981.8197,0,0
2020-06-01,0,0,173694504822.997,25731753915.5036,0,0
2020-06-02,0,0,187814811217.065,27621692506.4618,0,0
2020-06-03,0,0,175105722456.588,26432822054.5342,0,0
2020-06-04,0,0,177840940511.738,27199816107.2336,0,0
2020-06-05,0,0,180033960384.97,27046538598.0156,0,0
2020-06-06,0,0,176904299898.523,26698088578.6829,0,0
2020-06-07,0,0,177865925772.725,26916080892.1759,0,0
2020-06-08,0,0,179397096142.743,27227465743.0834,0,0
2020-06-09,0,0,180038511727.88,27434522591.0005,0,0
2020-06-10,0,0,179919401499.566,27150466021.9681,0,0
2020-06-11,0,0,181957114174.21,27606889569.7472,0,0
2020-06-12,0,0,170584360789.468,25627033562.6079,0,0
2020-06-13,0,0,174144738556.377,26437798611.561,0,0
2020-06-14,0,0,174393241281.216,26514314395.5076,0,0
2020-06-15,0,0,171814761866.346,25791429186.0041,0,0
2020-06-16,0,0,173543766802.591,25714263679.4857,0,0
2020-06-17,0,0,175392963051.529,26218218939.403,0,0
2020-06-18,0,0,174113942508.727,26028039516.102,0,0
2020-06-19,0,0,172595084699.393,25740819570.7167,0,0
2020-06-20,0,0,171564736031.442,25537164502.7838,0,0
2020-06-21,0,0,172209561021.163,25494022222.1681,0,0
2020-06-22,0,0,171199379756.836,25424582138.2959,0,0
2020-06-23,0,0,178535817641.795,27134941450.611,0,0
2020-06-24,0,0,177453558137.628,27139705299.768,0,0
2020-06-25,0,0,171011573809.828,26125054102.9822,0,0
2020-06-26,0,0,170151432005.72,25883897717.1609,0,0
2020-06-27,0,0,168580714953.89,25588025060.5813,0,0
2020-06-28,0,0,165875391961.128,24642439178.0005,0,0
2020-06-29,0,0,167835724543.932,25081008927.8272,0,0
2020-06-30,0,0,169175382932.674,25411364218.2465,0,0
2020-07-01,0,0,168410237591.045,25181011959.4294,0,0
2020-07-02,0,0,170140603652.668,25788310000.8607,0,0
2020-07-03,0,0,167417013717.468,25276395802.0379,0,0
2020-07-04,0,0,166966630031.042,25109728623.5809,0,0
2020-07-05,0,0,168355818343.827,25590866123.7119,0,0
2020-07-06,0,0,167257167735.862,25424971254.1144,0,0
2020-07-07,0,0,172356666156.741,27006899090.5793,0,0
2020-07-08,0,0,170612487690.009,26737109862.3655,0,0
2020-07-09,0,0,174072396784.176,27618330766.0432,0,0
2020-07-10,0,0,170151689888.386,27023996090.1387,0,0
2020-07-11,0,0,171208168382.186,26949129924.1419,0,0
2020-07-12,0,0,170209903530.861,26723537183.69,0,0
2020-07-13,0,0,171561698529.403,27146207991.2598,0,0
2020-07-14,0,0,170483304880.876,26779330217.8121,0,0
2020-07-15,0,0,170710471816.986,26885179780.3329,0,0
2020-07-16,0,0,169380471078.435,26640575797.3097,0,0
2020-07-17,0,0,168323602833.89,26101670631.351,0,0
2020-07-18,0,0,168827978473.786,26039569566.8723,0,0
2020-07-19,0,0,169277025695.687,26385099235.9915,0,0
2020-07-20,0,0,170058458956.643,26775194903.0078,0,0
2020-07-21,0,0,168911685829.866,26401301049.113,0,0
2020-07-22,0,0,173218359965.053,27489806056.1421,0,0
2020-07-23,0,0,175947519175.725,29578497604.9153,0,0
2020-07-24,0,0,177217705264.05,30825897858.5454,0,0
2020-07-25,0,0,176215789170.569,31297097613.1721,0,0
2020-07-26,0,0,179091380157.835,34204716847.9941,0,0
2020-07-27,0,0,183348277984.757,34836293693.2004,0,0
2020-07-28,0,0,203746740015.223,36085506798.035,0,0
2020-07-29,0,0,201588201914.454,35532101873.336,0,0
2020-07-30,0,0,204951017416.563,35615397048.5355,0,0
2020-07-31,0,0,205001065398.157,37541298009.8361,0,0
2020-08-01,0,0,209383742172.983,38833482519.6492,0,0
2020-08-02,0,0,217856762835.192,43371055827.6132,0,0
2020-08-03,0,0,204210803819.243,41711025185.5826,0,0
2020-08-04,0,0,207156095436.601,43258589493.3827,0,0
2020-08-05,0,0,206542704145.284,43670890588.1335,0,0
2020-08-06,0,0,216855214652.606,44936341747.7475,0,0
2020-08-07,0,0,217189798370.18,44269518177.9911,0,0
2020-08-08,0,0,214136172993.369,42557843018.9826,0,0
2020-08-09,0,0,217233536626.998,44545307594.9167,0,0
2020-08-10,0,0,215592516156.333,43737309644.5053,0,0
2020-08-11,0,0,219656337994.082,44375103986.3523,0,0
2020-08-12,0,0,210212710521.785,42498599475.8679,0,0
2020-08-13,0,0,213554564761.799,43438242880.2844,0,0
2020-08-14,0,0,217792657807.826,47692958755.3188,0,0
2020-08-15,0,0,217373603002.204,49201811203.9363,0,0
2020-08-16,0,0,218922260562.164,48518575194.5119,0,0
2020-08-17,0,0,220078039302.422,48687814416.4602,0,0
2020-08-18,0,0,227162544262.004,48430341726.4292,0,0
2020-08-19,0,0,220757377514.964,47411867116.6926,0,0
2020-08-20,0,0,217315215531.546,45792246706.7788,0,0
2020-08-21,0,0,219278708275.756,46770974966.35,0,0
2020-08-22,0,0,212933578607.108,43563661300.4567,0,0
2020-08-23,0,0,215541663905.779,44414906730.473,0,0
2020-08-24,0,0,215231097434.178,43898785168.4899,0,0
2020-08-25,0,0,217123043108.368,45810731341.9961,0,0
2020-08-26,0,0,209152350321.859,43034065923.0595,0,0
2020-08-27,0,0,211809197653.055,43367286065.8682,0,0
2020-08-28,0,0,209468476473.911,43111299196.5266,0,0
2020-08-29,0,0,213243908534.386,44464497188.5999,0,0
2020-08-30,0,0,212101487267.727,44857727394.1189,0,0
2020-08-31,0,0,216576562491.841,48253191652.3925,0,0
2020-09-01,0,0,215563548607.591,48834844326.0523,0,0
2020-09-02,0,0,220340603361.491,53473338585.9144,0,0
2020-09-03,0,0,210663062516.05,49482994935.8895,0,0
2020-09-04,0,0,187684602349.315,42963943710.2348,0,0
2020-09-05,0,0,193622753238.106,43454499606.8419,0,0
2020-09-06,0,0,187914795860.893,37693811994.6305,0,0
2020-09-07,0,0,189559366741.946,39686110860.3573,0,0
2020-09-08,0,0,191660076090.775,39763029582.9605,0,0
2020-09-09,0,0,187360225404.691,38001018440.4688,0,0
2020-09-10,0,0,189015188537.851,39503448885.531,0,0
2020-09-11,0,0,191091216465.891,41409508346.882,0,0
2020-09-12,0,0,192306867390.496,42115483502.1607,0,0
2020-09-13,0,0,193228610004.064,43702854795.8174,0,0
2020-09-14,0,0,191003457316.182,41253203535.2655,0,0
2020-09-15,0,0,197419284993.962,42481864974.2059,0,0
2020-09-16,0,0,199459643776.485,41009530099.9331,0,0
2020-09-17,0,0,202869430388.084,41188361072.6404,0,0
2020-09-18,0,0,202353678568.835,43873320875.8677,0,0
2020-09-19,0,0,202583613016.607,43362758272.0641,0,0
2020-09-20,0,0,204928469427.697,43406965871.5794,0,0
2020-09-21,0,0,201976308636.351,41809243224.8725,0,0
2020-09-22,0,0,192802813865.063,38386224496.9821,0,0
2020-09-23,0,0,194977434218.3,38842646605.1239,0,0
2020-09-24,0,0,189689844026.626,36199833262.7057,0,0
2020-09-25,0,0,198705046266.758,39358865920.2785,0,0
2020-09-26,0,0,197975981137.222,39733438715.1729,0,0
2020-09-27,0,0,198607626874.676,39935383292.6653,0,0
2020-09-28,0,0,199356077335.612,40324558775.3619,0,0
2020-09-29,0,0,198056858771.708,39963781948.9377,0,0
2020-09-30,0,0,200942888278.94,40662615339.4991,0,0
2020-10-01,0,0,199743846431.633,40663465871.0684,0,0
2020-10-02,0,0,196661748430.208,39834069164.2861,0,0
2020-10-03,0,0,195909938410.109,39054969059.0683,0,0
2020-10-04,0,0,195187250821.058,39058493626.9407,0,0
2020-10-05,0,0,197762266094.462,39839740344.5465,0,0
2020-10-06,0,0,199979471573.633,39959249543.9771,0,0
2020-10-07,0,0,196312813820.49,38492401716.2627,0,0
2020-10-08,0,0,197595185192.966,38604958485.0944,0,0
2020-10-09,0,0,202406120848.037,39660930324.3991,0,0
2020-10-10,0,0,204748027509.592,41261418757.0451,0,0
2020-10-11,0,0,209288517745.352,41902226847.3488,0,0
2020-10-12,0,0,210561909712.862,42281581559.8679,0,0
2020-10-13,0,0,213806799338.95,43739699651.2943,0,0
2020-10-14,0,0,211604371427.066,43084595080.2779,0,0
2020-10-15,0,0,211711548159.623,42849438041.3304,0,0
2020-10-16,0,0,213259031367.202,42729605111.2947,0,0
2020-10-17,0,0,209816063688.27,41353009883.7666,0,0
2020-10-18,0,0,210583018570.257,41671455427.5464,0,0
2020-10-19,0,0,213279679408.505,42800509123.0254,0,0
2020-10-20,0,0,217792841676.866,42915473791.0536,0,0
2020-10-21,0,0,220807407597.128,41717521515.1365,0,0
2020-10-22,0,0,237226191583.081,44246308254.3233,0,0
2020-10-23,0,0,240302662465.482,46866273954.6854,0,0
2020-10-24,0,0,239540436989.91,46309857324.5781,0,0
2020-10-25,0,0,243085375028.076,46671965916.3565,0,0
2020-10-26,0,0,241475339473.64,45951830672.8978,0,0
2020-10-27,0,0,241888006682.533,44470254454.1326,0,0
2020-10-28,0,0,252628555817.989,45672393071.6162,0,0
2020-10-29,0,0,245708735598.171,43992250675.8819,0,0
2020-10-30,0,0,248869835172.764,43851697981.983,0,0
2020-10-31,0,0,251205066123.802,43328774236.1199,0,0
2020-11-01,0,0,255241242648.902,43753439569.2248,0,0
2020-11-02,0,0,254650706657.538,44895413342.7677,0,0
2020-11-03,0,0,250604101439.226,43408774936.2609,0,0
2020-11-04,0,0,259861414025.717,43965387704.3862,0,0
2020-11-05,0,0,262402312696.2,45642361701.0738,0,0
2020-11-06,0,0,289079739333.001,47242618799.0854,0,0
2020-11-07,0,0,289133946939.598,51723330426.0506,0,0
2020-11-08,0,0,275093374160.988,49423463072.9836,0,0
2020-11-09,0,0,287021920907.977,51534643422.2062,0,0
2020-11-10,0,0,284286305321.758,50385830244.2872,0,0
2020-11-11,0,0,283339231678.352,51112893395.0087,0,0
2020-11-12,0,0,290998822480.695,52565097050.8387,0,0
2020-11-13,0,0,302071627490.529,52441713458.251,0,0
2020-11-14,0,0,302521984773.312,54005773388.0509,0,0
2020-11-15,0,0,297655557055.874,52241300920.5945,0,0
2020-11-16,0,0,295305236436.834,50835886867.0268,0,0
2020-11-17,0,0,309988392823.469,52244998307.2525,0,0
2020-11-18,0,0,327626434756.128,54728514495.2063,0,0
2020-11-19,0,0,329527873877.147,54265754879.5028,0,0
2020-11-20,0,0,330421039632.184,53488428514.7301,0,0
2020-11-21,0,0,346103574478.61,57907088257.6292,0,0
2020-11-22,0,0,346473534340.145,62640708772.8535,0,0
2020-11-23,0,0,341314955765.424,63506189461.7002,0,0
2020-11-24,0,0,340779275632.707,69111099265.4184,0,0
2020-11-25,0,0,355594272997.581,68736157166.9129,0,0
2020-11-26,0,0,347319513397.386,64670868542.3207,0,0
2020-11-27,0,0,318987136247.135,59185916927.6177,0,0
2020-11-28,0,0,318561562774.718,59017092917.6448,0,0
2020-11-29,0,0,329189368859.479,61144169867.7709,0,0
2020-11-30,0,0,337760219807.314,65522883217.2858,0,0
2020-12-01,0,0,365657333563.648,70089360969.6537,0,0
2020-12-02,0,0,348758962964.477,66629525884.2947,0,0
2020-12-03,0,0,356680899460.904,67891813990.2753,0,0
2020-12-04,0,0,360856408013.438,70076067191.949,0,0
2020-12-05,0,0,346294627789.965,64527437549.2442,0,0
2020-12-06,0,0,355713221164.248,67912125171.8152,0,0
2020-12-07,0,0,359834279676.294,68496387414.3215,0,0
2020-12-08,0,0,356128978045.209,67303047469.3607,0,0
2020-12-09,0,0,340131937793.571,63117031403.4448,0,0
2020-12-10,0,0,344363530266.933,65229673570.2393,0,0
2020-12-11,0,0,339070856043.81,63634814435.3912,0,0
2020-12-12,0,0,335029295453.12,61970475279.5528,0,0
2020-12-13,0,0,349432598801.867,64682313879.1391,0,0
2020-12-14,0,0,356147620377.237,67253179211.7419,0,0
2020-12-15,0,0,357981765733.543,66755976050.349,0,0
2020-12-16,0,0,361095588651.356,67080930167.1666,0,0
2020-12-17,0,0,396453132212.273,72577777931.6377,0,0
2020-12-18,0,0,423310470782.693,73141954335.9602,0,0
2020-12-19,0,0,429587623158.739,74528812602.1918,0,0
2020-12-20,0,0,442757085680.195,75007461138.5495,0,0
2020-12-21,0,0,435752058844.84,72697519600.3416,0,0
2020-12-22,0,0,421996779442.926,69228056416.172,0,0
2020-12-23,0,0,442197530814.271,72500525267.4243,0,0
2020-12-24,0,0,431375374644.599,66697018095.7665,0,0
2020-12-25,0,0,440863348438.332,69784574810.2892,0,0
2020-12-26,0,0,459270263268.296,71475574994.8393,0,0
2020-12-27,0,0,491623579202.069,72563033705.8379,0,0
2020-12-28,0,0,487848694492.647,78006222995.1344,0,0
2020-12-29,0,0,502531355092.444,83189705009.871,0,0
2020-12-30,0,0,508472649272.828,83409924243.2262,0,0
2020-12-31,0,0,536756777980.751,85806673573.5097,0,0
2021-01-01,0,0,538079952718.218,84062182758.6804,0,0
2021-01-02,0,0,546430046878.962,83357068502.6089,0,0
2021-01-03,0,0,597068361598.376,88150901741.2298,0,0
2021-01-04,0,0,614533423211.588,111788584639.48,0,0
2021-01-05,0,0,595000931473.938,118921496891.071,0,0
2021-01-06,0,0,632627970891.291,125840725299.486,0,0
2021-01-07,0,0,685009507348.981,138240469976.752,0,0
2021-01-08,0,0,733844808200.11,139926334883.121,0,0
2021-01-09,0,0,754412616010.839,138876885404.802,0,0
2021-01-10,0,0,748020246545.271,146199280314.552,0,0
2021-01-11,0,0,709815600905.459,143330842031.155,0,0
2021-01-12,0,0,658993760395.761,124271095897.912,0,0
2021-01-13,0,0,633573060674.419,120002669277.333,0,0
2021-01-14,0,0,694981650480.044,129048493219.212,0,0
2021-01-15,0,0,727432977464.672,140647143419.619,0,0
2021-01-16,0,0,683377114254.411,133519598937.12,0,0
2021-01-17,0,0,669788268545.98,140353451197.785,0,0
2021-01-18,0,0,666781565722.394,140977892144.508,0,0
2021-01-19,0,0,681699521677.964,143936173942.526,0,0
2021-01-20,0,0,668004601190.785,156257192792.905,0,0
2021-01-21,0,0,660371746275.349,157555459956.639,0,0
2021-01-22,0,0,574325636741.35,127147435126.29,0,0
2021-01-23,0,0,614026429602.672,141197419010.782,0,0
2021-01-24,0,0,597426438248.043,141248747642.117,0,0
2021-01-25,0,0,601187272754.019,159523245484.112,0,0
2021-01-26,0,0,600331723263.761,150815472490.9,0,0
2021-01-27,0,0,604969059802.64,156520263754.16,0,0
2021-01-28,0,0,566138572226.175,142051419369.996,0,0
2021-01-29,0,0,622268393503.527,152521956707.241,0,0
2021-01-30,0,0,637843114399.967,157971235216.4,0,0
2021-01-31,0,0,638665640026.432,158002424562.181,0,0
2021-02-01,0,0,616606358067.572,150444285403.081,0,0
2021-02-02,0,0,624596184410.138,157500186965.105,0,0
2021-02-03,0,0,661442791163.775,173519958127.292,0,0
2021-02-04,0,0,701105730699.922,190879698119.681,0,0
2021-02-05,0,0,688423126640.019,182981243155.729,0,0
2021-02-06,0,0,713323373582.991,197102352164.592,0,0
2021-02-07,0,0,730634125186.826,192358621003.418,0,0
2021-02-08,0,0,723461987225.175,184982924832.302,0,0
2021-02-09,0,0,864712579944.805,200891730090.821,0,0
2021-02-10,0,0,865833278002.156,203106284332.487,0,0
2021-02-11,0,0,835215860762.782,199777131717.464,0,0
2021-02-12,0,0,894055580371.654,204954431954.668,0,0
2021-02-13,0,0,882445889049.492,211396959734.553,0,0
2021-02-14,0,0,879474871164.258,208440221575.479,0,0
2021-02-15,0,0,905987068665.35,206758566163.426,0,0
2021-02-16,0,0,892783312891.63,204167427319.377,0,0
2021-02-17,0,0,915749894089.364,204509598319.797,0,0
2021-02-18,0,0,971519210960.701,212362932319.905,0,0
2021-02-19,0,0,960834372236.102,222594856307.843,0,0
2021-02-20,0,0,1041985767243.01,224484077771.662,0,0
2021-02-21,0,0,1040795415272.55,219637143399.146,0,0
2021-02-22,0,0,1070815607891.34,222190141319.005,0,0
2021-02-23,0,0,1008263369075.71,204074330523.78,0,0
2021-02-24,0,0,911276037386.804,181176150580.863,0,0
2021-02-25,0,0,926493193425.513,186581274709.927,0,0
2021-02-26,0,0,877876822879.114,170499400348.772,0,0
2021-02-27,0,0,862931022993.791,165983010512.87,0,0
2021-02-28,0,0,860798157247.353,167791137587.997,0,0
2021-03-01,0,0,843364445121.435,163402708010.406,0,0
2021-03-02,0,0,924933582116.338,180555158014.541,0,0
2021-03-03,0,0,903914113783.009,171069726034.822,0,0
2021-03-04,0,0,939404702091.041,180365348442.391,0,0
2021-03-05,0,0,901748626727.436,176947641091.402,0,0
2021-03-06,0,0,909389832123.154,175833119917.533,0,0
2021-03-07,0,0,911565064351.923,189823137667.325,0,0
2021-03-08,0,0,950838899551.388,198633540639.164,0,0
2021-03-09,0,0,977210563123.517,210973779086.285,0,0
2021-03-10,0,0,1024395507050.61,215382388414.728,0,0
2021-03-11,0,0,1042179663243.46,206637299689.379,0,0
2021-03-12,0,0,1078536341449.92,210328725333.203,0,0
2021-03-13,0,0,1067587852217.98,203291295847.783,0,0
2021-03-14,0,0,1141066607786.58,221187364611.037,0,0
2021-03-15,0,0,1100129396687.35,212774093178.686,0,0
2021-03-16,0,0,1037835371117.33,206577544173.551,0,0
2021-03-17,0,0,1061616173227.71,207912389666.348,0,0
2021-03-18,0,0,1098816969100.33,209979883018.184,0,0
2021-03-19,0,0,1075394403814.3,204532979505.159,0,0
2021-03-20,0,0,1082903696784.41,208435378623.056,0,0
2021-03-21,0,0,1083799455105.69,207982678988.613,0,0
2021-03-22,0,0,1070360586241.64,205488364097.8,0,0
2021-03-23,0,0,1009453657148.88,193745629353.263,0,0
2021-03-24,0,0,1014172828984.74,192227510704.556,0,0
2021-03-25,0,0,976287373947.308,182624226891.747,0,0
2021-03-26,0,0,957831979271.204,182905456062.125,0,0
2021-03-27,0,0,1027103500650.79,195924216055.709,0,0
2021-03-28,0,0,1042245562640.55,197543902078.263,0,0
2021-03-29,0,0,1041130866917.05,194547112110.874,0,0
2021-03-30,0,0,1075921831145.22,209510284351.213,0,0
2021-03-31,0,0,1097719039721.8,212455577945.332,0,0
2021-04-01,0,0,1097346285274.86,221491039442.578,0,0
2021-04-02,0,0,1096253647899.63,227048427225.822,0,0
2021-04-03,0,0,1101073908001.27,246259709627.476,0,0
2021-04-04,0,0,1065515261970.57,231814293461.723,0,0
2021-04-05,0,0,1087138184846.22,239661210578.61,0,0
2021-04-06,0,0,1104279148547.91,243260249906.13,0,0
2021-04-07,0,0,1083273611163.08,243872379009.946,0,0
2021-04-08,0,0,1044813215760.3,226672066646.714,0,0
